tekst,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10
www_tooelu_ee.ela_624263.txt,1,1,1,0.5,1,0,1,0,0,0.5
www_easl_ee.ela_201171.txt,0,0,0,0,0,0,0,0,0,2
www_autoleht_ee.ela_469280.txt,0.5,0,0,0,0,1,0.5,0,0,2
www_syndikaat_ee.ela_469373.txt,0.5,0,0,0,3,0,2,0,0,0.5
ylle_mrt_ee.ela_101705.txt,2,0.5,1,2,2,0,2,0,0,1
rahvahaal_delfi_ee.ela_499379.txt,0,0,1,0,1,0,0.5,1,1,0
www_admiralmarkets_ee.ela_456804.txt,2,1,1,1,1,2,0.5,0.5,0.5,3
www_linnateater_ee.ela_612249.txt,2,3,2,3,3,0.5,2,2,2,1
static_inimene_ee.ela_194968.txt,2,0,0,0,2,2,0,1,0,1
www_bioneer_ee.ela_243230.txt,2,0,0,0,2,0.5,0,0,0,3
www_tarbijakaitse_ee.ela_199918.txt,0,0,0,0,0.5,0,0,0,0,0
www_vorumaateataja_ee.ela_494965.txt,0.5,1,0.5,1,1,0,0,0,0,1
www_delfi_ee.ela_361703.txt,0.5,1,0.5,1,1,0.5,1,1,0,1
www_3dnews_ee.ela_435253.txt,2,2,0,1,0,2,0,0,0,3
www_ajakiri_ut_ee.ela_429007.txt,0.5,0,0,2,0,0,0,0,0,1
ekspress_online_2020.txt,0.5,0,0,0,0,0,0,0,0,0
www_hambaarst_ee.ela_423040.txt,2,0,1,0,2,2,0,0,0.5,2
uudised_err_ee.ela_541051.txt,0.5,0,0,0.5,1,0.5,1,0,2,0.5
www_eramets_ee.ela_479405.txt,1,3,0,0,0,1,0,0.5,0,0
www_unesco_ee.ela_630384.txt,0.5,2,0,2,0.5,0,0,2,0,1
www_epl_ee.ela_495381.txt,0,0,0,0,0.5,0,2,0,0,0.5
www_epl_ee.ela_679018.txt,1,0.5,0,0,0.5,1,0.5,0,0,2
valitsus_ee.ela_604239.txt,3,3,1,2,0,0,0,2,1,3
sport_autonet_ee.ela_515760.txt,0.5,2,0,0.5,0.5,1,0,0.5,0,1
www_politsei_ee.ela_163441.txt,1,0.5,0.5,0.5,1,0,0,0.5,0,0
arvamusaed_ee.ela_6007.txt,1,0.5,0,0.5,0,1,1,2,0,0
stiimul_ee.ela_330566.txt,0,0.5,0,0,1,1,0.5,1,0.5,1
www_seduction_ee.ela_642092.txt,1,2,1,0,3,0,2,3,2,0
www_kohus_ee.ela_34731.txt,1,0,0,0,0,0,0,0,0,1
www_lapsemure_ee.ela_140896.txt,2,0.5,0,0.5,2,0,1,0,0,3
et_wikipedia_org.ela_624820.txt,0.5,0.5,1,0,0.5,2,0,1,0,2
et_wikipedia_org.ela_519819.txt,1,2,1,3,0.5,0.5,1,0,0,0.5
blablabla_ee.ela_504829.txt,0,0,1,0,0.5,0,1,0,0,0
www_director_ee.ela_529643.txt,2,1,0,2,0.5,0,0,0,1,1
et_wikipedia_org.ela_219301.txt,3,2,2,2,3,1,3,2,2,1
www_politsei_ee.ela_40109.txt,1,1,0,0.5,0,0,1,0.5,0.5,0
www_lounaleht_ee.ela_576969.txt,1,1,1,0,0,0,0,0.5,0,0
rahvahaal_delfi_ee.ela_258274.txt,0,0,0,0,0,0,1,2,0,1
arvamusaed_ee.ela_274676.txt,2,1,1,2,0,0,2,0.5,2,2
www_ekspress_ee.ela_495829.txt,2,1,1,0,1,0,0.5,2,0.5,0.5
www_ekspress_ee.ela_177019.txt,2,3,2,3,3,1,3,3,3,3
www_aialeht_ee.ela_457123.txt,0.5,1,0,0,1,0,1,1,1,1
www_puuinfo_ee.ela_279876.txt,1,3,1,1,1,2,0,0,0,2
www_kv_ee.ela_199481.txt,0.5,1,0,0,0,0.5,0,0,0,0.5
www_snap_ee.ela_623342.txt,0.5,0.5,0.5,0,1,2,0.5,0,0,2
www_riigikogu_ee.ela_224866.txt,2,1,1,1,0,0.5,2,1,0,0.5
www_eestikirik_ee.ela_530609.txt,3,1,3,3,3,2,3,3,2,3
www_jeesusekristusekirik_ee.ela_65555.txt,2,0,1,0,1,0.5,1,1,0.5,1
www_nami-nami_ee.ela_456341.txt,0.5,0.5,0,0,0,0,0,0,0,0.5
www_vnl_ee.ela_670256.txt,1,1,0,0,0,0,1,0,0,2
www_maaleht_ee.ela_246360.txt,2,0,0,0,0,0,1,0,0,0.5
uuseesti_ee.ela_112397.txt,1,1,0,1,0,1,0,0,0,2
kalah_zzz_ee.ela_73709.txt,1,2,1,0,2,0,3,2,2,0.5
rahvahaal_delfi_ee.ela_388979.txt,0,2,0,2,1,0,1,0.5,0.5,2
www_med24_ee.ela_557549.txt,3,3,3,2,3,2,2,3,2,3
www_ilm_err_ee.ela_196894.txt,0.5,0,0,0,0,0.5,0.5,1,0.5,1
www_tootukassa_ee.ela_395777.txt,1,0,0,1,2,2,0,0,0,3
www_mod_gov_ee.ela_178680.txt,0,0.5,0,0,0.5,0.5,0,0,0,1
www_pealinn_ee.ela_132426.txt,0.5,0,0,0,1,0,1,0.5,0,1
www_advent_ee.ela_658698.txt,2,2,1,2,2,1,3,2,0,3
www_auto24_ee.ela_469677.txt,0.5,0,1,0.5,2,0,1,1,0.5,0.5
www_tuuleenergia_ee.ela_40373.txt,1,0,0,0,0.5,1,0,0,2,2
www_bsd_ee.ela_638246.txt,2,3,0,0,0,2,0,0,0,3
www_le_ee.ela_240831.txt,0.5,0.5,0,0,0,0.5,0,0,0,1
www_xn--eestimngula-q8a_ee.ela_40079.txt,0.5,0,0,0,0.5,2,0,1,0,0
www_vorumaateataja_ee.ela_241120.txt,0,0,0,0,1,0.5,1,0,0,1
www_mesindus_ee.ela_33384.txt,0,1,0,0,0,0,0,0,0,0
www_horsemarket_ee.ela_436247.txt,0,0,0,0,1,1,0,0,0,0
www_eestisport_ee.ela_196071.txt,0,1,0,0,0,2,0,0,0,1
forte_delfi_ee.ela_88079.txt,0,0,0,0,0,0.5,0,1,0,0
www_vm_ee.ela_81604.txt,0,0,0,0,0,0.5,0,1,0,0.5
et_wikipedia_org.ela_191506.txt,0.5,0,0,0.5,0.5,2,0,0,0,2
www_hambaarst_ee.ela_475731.txt,3,3,0,0,0,2,0,0.5,0,0.5
arhiiv_koolielu_ee.ela_481254.txt,2,1,0,2,2,0.5,1,2,1,2
mesindus_ee.ela_210638.txt,0,0,0,0,0,0.5,0,2,0,1
www_emta_ee.ela_522725.txt,3,2,0,0,2,2,0,0.5,0,3
www_alphagis_ee.ela_403490.txt,3,0,1,0,0,3,0,0,0.5,0.5
www_meiekirik_ee.ela_286284.txt,2,1,1,2,1,1,0,1,2,2
www_soudeliit_ee.ela_547578.txt,0,0,0,0,0,0,0,0,0,0.5
bhr_balanss_ee.ela_565106.txt,2,1,1,2,0.5,0,1,1,1,2
www_sirp_ee.ela_651305.txt,0.5,0.5,0.5,0,0.5,0,1,0.5,0,1
www_helen_ee.ela_520035.txt,0.5,0,0,0.5,0,0,0,2,0,0
www_europarl_ee.ela_36110.txt,2,2,0,0,2,2,0,0,0,2
nami-nami_ee.ela_372868.txt,1,0,0,0,0,0.5,0,0,0,0.5
video_usk_ee.ela_152445.txt,1,0.5,1,3,1,0,2,0,1,2
blog_maaleht_ee.ela_73268.txt,0.5,0,0,0.5,2,0,0.5,1,0,0.5
forte_delfi_ee.ela_222312.txt,1,0,0,0,0,0.5,0,0,0,0
www_eestigiid_ee.ela_530847.txt,0.5,0,0,0,0.5,2,0,0,0,0
www_dragon_ee.ela_303548.txt,1,0.5,0,0,3,0,2,2,0,2
arvamus_postimees_ee.ela_5946.txt,2,2,1,0,0,0,0.5,0.5,0,0.5
www_porterracing_ee.ela_609577.txt,0,0,0,0,1,0,0.5,0.5,0,0.5
www_naisteleht_ee.ela_355886.txt,2,2,2,1,2,0,2,2,1,2
toompark_pri_ee.ela_458650.txt,2,1,0,0,3,0,2,2,2,1
reisiajakiri_gomaailm_ee.ela_530539.txt,0,0,0,0,0,0,0.5,0.5,0.5,0
et_wikipedia_org.ela_467359.txt,0,0,0,0,0,0.5,0.5,0,1,0
www_horisont_ee.ela_455809.txt,2,1,0,0,3,2,2,1,0,1
untitled.txt,2,2,2,1,3,1,3,0.5,0,1
www_tallegg_ee.ela_33687.txt,0,1,0,0,2,0,1,2,0,0
eok_ee.ela_435890.txt,0.5,0.5,0,0.5,0.5,1,1,1,1,1
kalah_zzz_ee.ela_52237.txt,3,2,3,1,3,3,3,3,3,3
valitsus_ee.ela_480708.txt,3,2,1,1,1,0,2,1,1,3
www_kasutatudraamat_ee.ela_68759.txt,1,0.5,1,0,2,0,0.5,0,0,1
www_epl_ee.ela_685672.txt,0,1,1,1,2,0,2,0.5,2,2
unitedkiters_ee.ela_78733.txt,3,0.5,0,0,2,0,0.5,2,0.5,0.5
www_linnaleht_ee.ela_420357.txt,0,0,0,1,0,0,1,1,0,0
www_nami-nami_ee.ela_173054.txt,0,0,0,0,0,0,0,0,0,0
www_mulje_ee.ela_177932.txt,3,0.5,0,1,2,0,2,1,0,2
rahvahaal_delfi_ee.ela_135048.txt,1,1,0,0,2,0,0.5,0,1,0.5
valitsus_ee.ela_132104.txt,0,0,0,2,0,2,0,0,0,2
www_vsport_ee.ela_120496.txt,0,0,0,0,0,0.5,0,0,0,0.5
www_lemmik_ee.ela_519214.txt,0,0,0,0,0,0,0,1,0,0.5
no_spam_ee.ela_2227.txt,2,0,0,0.5,0,1,0,0,0,2
reform_ee.ela_24983.txt,3,0,1,1,0,0.5,1,2,2,3
www_admiralmarkets_ee.ela_333517.txt,0,3,1,0,0,2,0,0.5,0.5,1
www_post_ee.ela_149870.txt,0,0,0,0,0,1,0,0,0,2
www_reklaamitrikk_ee.ela_315713.txt,0.5,3,1,0,1,0,0,1,0,0.5
www_lillelapsed_ee.ela_607751.txt,1,0,0,0.5,0,0,0,2,1,0.5
kaja_ekstreem_ee.ela_71641.txt,0.5,1,0,0,0.5,0,1,0.5,0,2
herba_folklore_ee.ela_93408.txt,1,2,0,0,0.5,0,0,0,0,0.5
www_employers_ee.ela_617415.txt,0,2,0,0,0.5,0,0,0,0,2
