file_id,abs,afek,aeg,arg,form,imp,info,inst,inter,keer,spont,subj,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,particle,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,1st_pron,2nd_pron,3rd_pron,active_voice,passive_voice,1st_prs_verb,2nd_prs_verb,3rd_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl:relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc
arhiiv_koolielu_ee.ela_481254,1.35,0.85,0.65,1.55,0.70,1.80,1.10,0.90,0.45,0.50,0.45,1.30,0.2814,0.0898,0.0060,0.1078,0.0060,0.0539,0.0299,0.0240,0.0299,0.0060,0.1677,0.0060,0.0060,0.0599,0.0120,0.7006,5.0898,16.7000,0.4970,0.2128,0.0060,0.0180,0.0120,0.0120,0.0120,0.1497,0.0240,0.0120,0.0120,0.0659,0.0958,1.2667,0.0479,0.0060,0.0240,0.0359,0.1377,0.0180,0.1078,0.0180,0.0060,0.0060,0.0479,0.1856,0.0599,0.0659,0.0180,0.0599,0.0240,0.0060,0.0359,0.0120,0.0060,0.0060,0.0060,0.0120,0.0240,0.0539,0.0419,0.0599,0.0060,0.0060,0.0060,0.0419,0.0659,0.0240,0.0958,0.0539,0.0060,0.0060,0.0479,0.0359,0.0060,0.0419,0.1018,0.0539
arvamus_postimees_ee.ela_5946,0.65,1.15,0.70,0.65,0.45,0.65,1.15,0.75,0.70,0.65,0.15,1.25,0.2416,0.1107,0.0201,0.1174,0.0034,0.0336,0.0403,0.0134,0.0336,0.0235,0.1510,0.0034,0.0034,0.0604,0.0034,0.6980,5.3456,16.5600,0.4228,0.2500,0.0201,0.0168,0.0168,0.0034,0.0034,0.1544,0.0336,0.0201,0.0067,0.0940,0.1007,1.5200,0.0235,0.0134,0.0101,0.0503,0.0973,0.0839,0.1174,0.0134,0.0067,0.0034,0.0067,0.1577,0.1007,0.0805,0.0101,0.0403,0.0201,0.0134,0.0134,0.0101,0.0235,0.0034,0.0067,0.0034,0.0201,0.0503,0.0336,0.0369,0.0302,0.0101,0.0034,0.0671,0.0470,0.0168,0.0805,0.0537,0.0034,0.0235,0.0705,0.0268,0.0034,0.0369,0.0369,0.0336
arvamusaed_ee.ela_274676,1.25,1.65,0.15,1.50,0.15,0.55,0.35,0.60,0.85,0.40,0.70,2.00,0.1991,0.0606,0.0260,0.1342,0.0043,0.0433,0.0866,0.0130,0.0216,0.0087,0.1385,0.0043,0.0043,0.1126,0.0043,0.6537,4.9567,23.1000,0.3939,0.5652,0.0260,0.0087,0.0216,0.0043,0.0260,0.1515,0.0173,0.0173,0.0043,0.0736,0.1082,1.7059,0.0390,0.0087,0.0216,0.0216,0.1255,0.0260,0.0996,0.0346,0.0043,0.0043,0.0260,0.1472,0.0736,0.0952,0.0346,0.0087,0.0216,0.0260,0.0130,0.0087,0.0130,0.0043,0.0087,0.0043,0.0130,0.0779,0.0216,0.0433,0.0043,0.0043,0.0043,0.0779,0.0606,0.0260,0.0823,0.0390,0.0087,0.0087,0.0390,0.0433,0.0043,0.0173,0.0433,0.0433
arvamusaed_ee.ela_6007,0.60,1.20,0.80,1.85,0.45,1.15,0.65,0.30,0.45,0.05,0.20,2.20,0.3007,0.1189,0.0070,0.1119,0.0070,0.0350,0.0420,0.0490,0.0140,0.0280,0.1259,0.0070,0.0070,0.0629,0.0070,0.7972,6.4965,23.8300,0.6643,0.2093,0.0070,0.0070,0.0350,0.0070,0.0070,0.1608,0.0210,0.0280,0.0070,0.0490,0.0839,0.9286,0.0280,0.0070,0.0140,0.0769,0.0699,0.1049,0.0979,0.0070,0.0070,0.0070,0.0350,0.0699,0.1608,0.0909,0.0280,0.0420,0.0070,0.0350,0.0559,0.0070,0.0280,0.0070,0.0210,0.0070,0.0280,0.0350,0.0070,0.0420,0.0070,0.0210,0.0140,0.0699,0.0420,0.0210,0.1469,0.1119,0.0070,0.0280,0.0909,0.0420,0.0070,0.0210,0.0420,0.0350
bhr_balanss_ee.ela_565106,1.15,0.80,0.40,1.40,0.70,0.75,0.85,0.25,0.20,0.55,0.55,0.95,0.2500,0.0978,0.0707,0.1196,0.0054,0.0380,0.0435,0.0163,0.0272,0.0054,0.1413,0.0054,0.0054,0.0761,0.0054,0.7120,5.8967,23.0000,0.5870,0.3043,0.0272,0.0054,0.0109,0.0054,0.0054,0.1630,0.0163,0.0163,0.0054,0.1141,0.0543,2.5000,0.0217,0.0109,0.0109,0.0326,0.0761,0.0978,0.1304,0.0163,0.0054,0.0054,0.0163,0.1739,0.1522,0.0217,0.0163,0.0326,0.0163,0.0272,0.0217,0.0054,0.0272,0.0054,0.0163,0.0054,0.0217,0.0870,0.0272,0.0272,0.0163,0.0109,0.0054,0.0543,0.0543,0.0217,0.1141,0.0870,0.0109,0.0054,0.0652,0.0217,0.0054,0.0272,0.0543,0.0380
blablabla_ee.ela_504829,0.25,2.10,0.95,0.50,0.50,0.30,0.50,0.20,1.30,0.55,0.95,1.65,0.2294,0.0476,0.0866,0.1169,0.0087,0.0606,0.0649,0.0087,0.0433,0.0043,0.1602,0.0043,0.0043,0.0476,0.0043,0.6580,5.0433,21.0000,0.4416,0.2075,0.0043,0.0216,0.0087,0.0087,0.0087,0.1429,0.0346,0.0433,0.0130,0.0693,0.0736,2.3077,0.0216,0.0043,0.0173,0.0303,0.0476,0.1169,0.1299,0.0043,0.0087,0.0043,0.0043,0.1602,0.1385,0.0693,0.0173,0.0260,0.0173,0.0087,0.0173,0.0043,0.0173,0.0043,0.0043,0.0043,0.0130,0.0476,0.0216,0.0173,0.0043,0.0043,0.0043,0.0779,0.0823,0.0260,0.0693,0.0866,0.0173,0.0043,0.0260,0.0346,0.0043,0.0173,0.0823,0.0606
blog_maaleht_ee.ela_73268,0.50,1.15,1.50,0.45,0.05,0.35,1.30,0.30,0.55,0.40,0.75,1.25,0.3258,0.0682,0.0076,0.1174,0.0038,0.0303,0.0417,0.0303,0.0341,0.0114,0.1591,0.0038,0.0038,0.0455,0.0114,0.7727,5.5265,12.0000,0.6136,0.1395,0.0000,0.0076,0.0152,0.0038,0.0114,0.1439,0.0076,0.0417,0.0038,0.0682,0.0606,2.9091,0.0189,0.0076,0.0114,0.0189,0.0530,0.0909,0.1136,0.0152,0.0038,0.0038,0.0189,0.1136,0.1364,0.0985,0.0114,0.0341,0.0152,0.0189,0.0303,0.0038,0.0189,0.0114,0.0038,0.0038,0.0152,0.0644,0.0189,0.0303,0.0076,0.0076,0.0038,0.0568,0.0417,0.0152,0.1061,0.0985,0.0038,0.0152,0.0492,0.0379,0.0038,0.0152,0.0492,0.0303
ekspress_online_2020,0.05,0.65,0.90,0.15,0.20,0.55,0.50,0.15,0.45,0.05,0.25,0.60,0.2772,0.1287,0.0792,0.0990,0.0099,0.0297,0.0297,0.0396,0.0495,0.0198,0.1287,0.0099,0.0099,0.0891,0.0297,0.7921,5.6238,33.6700,0.7228,0.3214,0.0099,0.0297,0.0099,0.0099,0.0396,0.1683,0.0396,0.0099,0.0099,0.0693,0.0792,0.7273,0.0099,0.0099,0.0099,0.1188,0.0891,0.1188,0.0792,0.0198,0.0099,0.0099,0.0099,0.1089,0.2376,0.0693,0.0198,0.0396,0.0198,0.0297,0.0594,0.0099,0.0297,0.0099,0.0099,0.0099,0.0198,0.0792,0.0099,0.0693,0.0396,0.0198,0.0099,0.0693,0.0297,0.0297,0.1287,0.1584,0.0099,0.0198,0.0792,0.0099,0.0099,0.0099,0.0495,0.0297
eok_ee.ela_435890,0.70,0.50,1.90,0.25,1.15,0.80,2.20,0.40,0.30,0.95,0.15,0.65,0.2679,0.0982,0.1786,0.0446,0.0089,0.0268,0.0089,0.0536,0.0268,0.0893,0.1429,0.0089,0.0089,0.0446,0.0179,0.7946,5.9643,18.6700,0.6786,0.1667,0.0000,0.0179,0.0089,0.0089,0.0268,0.0982,0.0179,0.0089,0.0089,0.0625,0.0625,1.1667,0.0089,0.0268,0.0179,0.0357,0.0179,0.0893,0.0714,0.0089,0.0089,0.0089,0.0179,0.2857,0.1786,0.0446,0.0179,0.0179,0.0446,0.0179,0.0536,0.0268,0.0179,0.0089,0.0179,0.0089,0.0179,0.0446,0.0357,0.0357,0.0179,0.0089,0.0179,0.0357,0.0268,0.0179,0.1696,0.1161,0.0446,0.0625,0.0625,0.0268,0.0089,0.0357,0.0357,0.0268
et_wikipedia_org.ela_191506,0.55,0.05,2.80,0.50,1.65,1.05,2.45,0.60,0.10,1.20,0.05,0.10,0.2600,0.0733,0.2267,0.0467,0.0067,0.0333,0.0067,0.0400,0.0267,0.0467,0.1200,0.0067,0.0067,0.0600,0.0467,0.6867,6.1200,18.7500,0.4267,0.2308,0.0000,0.0267,0.0067,0.0067,0.0400,0.0733,0.0533,0.0067,0.0067,0.0667,0.0600,4.0000,0.0267,0.0067,0.0133,0.0067,0.0067,0.1133,0.1133,0.0067,0.0067,0.0067,0.0067,0.1933,0.1667,0.0133,0.0133,0.0067,0.0133,0.0533,0.1267,0.0067,0.0467,0.0200,0.0133,0.0067,0.0267,0.0533,0.0133,0.0067,0.0200,0.0067,0.0067,0.0533,0.0333,0.0467,0.1867,0.1733,0.0200,0.0467,0.0667,0.0067,0.0067,0.0133,0.0533,0.0333
et_wikipedia_org.ela_219301,2.10,0.00,0.55,0.75,0.60,1.85,0.80,0.55,0.00,0.40,0.05,0.15,0.3200,0.0800,0.0100,0.0700,0.0100,0.0600,0.0300,0.0200,0.0500,0.0200,0.1400,0.0100,0.0100,0.1100,0.0100,0.7100,5.9800,14.2900,0.4000,0.3438,0.0500,0.0100,0.0100,0.0100,0.0100,0.1500,0.0400,0.0100,0.0100,0.1200,0.0700,2.5000,0.0300,0.0300,0.0100,0.0300,0.1600,0.0300,0.1500,0.0100,0.0100,0.0200,0.0200,0.1500,0.1200,0.1200,0.0100,0.0800,0.0200,0.0100,0.0400,0.0100,0.0400,0.0100,0.0100,0.0100,0.0300,0.0500,0.0500,0.0300,0.0200,0.0100,0.0100,0.1100,0.0600,0.0500,0.0900,0.1100,0.0100,0.0200,0.0400,0.0400,0.0100,0.0500,0.0600,0.0600
et_wikipedia_org.ela_467359,0.20,0.30,0.85,0.50,0.40,0.75,0.70,0.25,0.25,0.60,0.50,0.30,0.2500,0.0962,0.0962,0.0481,0.0096,0.0481,0.0385,0.0385,0.0288,0.0481,0.1538,0.0096,0.0096,0.1154,0.0192,0.7500,5.2500,26.0000,0.6442,0.4615,0.0288,0.0096,0.0096,0.0096,0.0192,0.1154,0.0192,0.0096,0.0096,0.0865,0.0769,1.1250,0.0577,0.0096,0.0096,0.0385,0.0288,0.1058,0.0962,0.0096,0.0096,0.0096,0.0192,0.2115,0.1442,0.0577,0.0096,0.0192,0.0288,0.0481,0.0192,0.0096,0.0288,0.0096,0.0096,0.0192,0.0577,0.0577,0.0481,0.0192,0.0385,0.0096,0.0096,0.0288,0.0577,0.0192,0.1250,0.1250,0.0385,0.0385,0.0481,0.0288,0.0096,0.0577,0.0481,0.0481
et_wikipedia_org.ela_519819,0.95,0.45,0.40,1.20,1.35,1.40,1.05,1.10,0.45,0.55,0.15,0.20,0.3670,0.0826,0.0275,0.0642,0.0092,0.0459,0.0275,0.0275,0.0459,0.0275,0.1743,0.0092,0.0092,0.0550,0.0183,0.7064,6.2385,15.5700,0.5505,0.1500,0.0000,0.0092,0.0092,0.0092,0.0183,0.1284,0.0550,0.0092,0.0092,0.0917,0.1009,1.3750,0.0183,0.0092,0.0092,0.0734,0.1193,0.0642,0.1101,0.0092,0.0092,0.0092,0.0092,0.1835,0.1193,0.0917,0.0183,0.0550,0.0183,0.0275,0.0642,0.0275,0.0092,0.0092,0.0092,0.0092,0.0275,0.0459,0.0183,0.0550,0.0275,0.0092,0.0183,0.0826,0.0459,0.0092,0.0642,0.1560,0.0183,0.0092,0.0459,0.0275,0.0092,0.0275,0.0826,0.0459
et_wikipedia_org.ela_624820,0.75,0.05,0.05,1.00,1.05,2.25,1.80,0.70,0.15,1.10,0.35,0.20,0.3659,0.1463,0.0081,0.0650,0.0081,0.0325,0.0407,0.0407,0.0407,0.0081,0.1382,0.0081,0.0081,0.0569,0.0081,0.7154,6.6992,17.5700,0.3821,0.1556,0.0244,0.0163,0.0081,0.0081,0.0081,0.1626,0.0325,0.0081,0.0081,0.0976,0.0976,1.1818,0.0244,0.0081,0.0163,0.0732,0.1626,0.0244,0.1138,0.0081,0.0081,0.0081,0.0163,0.1707,0.1545,0.1138,0.0163,0.0325,0.0163,0.0244,0.0488,0.0081,0.0407,0.0081,0.0244,0.0081,0.0163,0.0569,0.0488,0.0407,0.0163,0.0081,0.0081,0.0569,0.0325,0.0081,0.1301,0.0976,0.0081,0.0081,0.0650,0.0325,0.0081,0.0488,0.0488,0.0325
forte_delfi_ee.ela_222312,0.15,0.80,1.70,2.20,0.90,1.20,1.30,0.60,0.50,0.55,0.10,0.40,0.3179,0.0867,0.0925,0.0578,0.0058,0.0405,0.0520,0.0173,0.0173,0.0231,0.1503,0.0058,0.0058,0.0578,0.0173,0.7168,5.9191,28.8300,0.5723,0.1818,0.0347,0.0058,0.0058,0.0058,0.0116,0.1734,0.0173,0.0058,0.0058,0.1098,0.0462,1.6667,0.0116,0.0058,0.0116,0.0636,0.1387,0.0462,0.1098,0.0173,0.0058,0.0058,0.0058,0.1618,0.1792,0.0983,0.0173,0.0116,0.0058,0.0116,0.0578,0.0116,0.0116,0.0116,0.0058,0.0058,0.0405,0.0925,0.0231,0.0231,0.0116,0.0058,0.0058,0.0636,0.0578,0.0116,0.1098,0.1156,0.0347,0.0173,0.0520,0.0231,0.0058,0.0173,0.0578,0.0405
herba_folklore_ee.ela_93408,0.40,0.45,0.35,0.60,1.90,2.45,2.05,0.45,0.05,0.55,0.00,0.00,0.3120,0.1440,0.0240,0.1120,0.0080,0.0640,0.0160,0.0240,0.0080,0.0400,0.2480,0.0080,0.0080,0.0080,0.0240,0.7200,5.6480,8.9300,0.6960,0.0256,0.0000,0.0080,0.0080,0.0080,0.0080,0.1120,0.0080,0.0080,0.0080,0.0800,0.0240,1.8000,0.0160,0.0080,0.0080,0.0400,0.1040,0.0160,0.0800,0.0080,0.0080,0.0080,0.0080,0.2080,0.0560,0.0160,0.0080,0.0560,0.0240,0.0080,0.1040,0.0080,0.0080,0.0160,0.0080,0.0160,0.0160,0.0400,0.0400,0.0160,0.0080,0.0080,0.0080,0.0160,0.0640,0.0080,0.1040,0.0560,0.0080,0.0240,0.0480,0.0160,0.0080,0.0160,0.1600,0.0640
forte_delfi_ee.ela_88079,0.15,0.70,0.45,1.55,0.30,1.60,1.70,2.30,0.25,0.55,0.70,1.10,0.2680,0.0670,0.0155,0.1753,0.0052,0.0619,0.0206,0.0258,0.0258,0.0155,0.1340,0.0052,0.0052,0.0412,0.0052,0.7165,5.6753,12.9300,0.5361,0.1538,0.0258,0.0155,0.0052,0.0052,0.0052,0.1546,0.0155,0.0206,0.0052,0.1031,0.1031,1.8571,0.0464,0.0103,0.0103,0.0258,0.1495,0.0155,0.1289,0.0155,0.0052,0.0052,0.0155,0.1907,0.0876,0.0670,0.0103,0.0155,0.0155,0.0103,0.0206,0.0052,0.0052,0.0052,0.0103,0.0052,0.0309,0.0412,0.0464,0.0412,0.0052,0.0103,0.0103,0.0670,0.0670,0.0258,0.0619,0.0670,0.0052,0.0155,0.0309,0.0206,0.0052,0.0464,0.0670,0.0619
kaja_ekstreem_ee.ela_71641,0.55,1.20,2.25,0.35,0.20,1.15,1.50,0.60,0.50,0.70,0.30,1.20,0.2073,0.0618,0.0764,0.1164,0.0036,0.0473,0.0364,0.0255,0.0145,0.0473,0.1891,0.0036,0.0036,0.0618,0.0036,0.6436,4.8800,16.1800,0.4109,0.2982,0.0182,0.0109,0.0218,0.0036,0.0073,0.1091,0.0327,0.0145,0.0036,0.0727,0.0618,2.8182,0.0218,0.0036,0.0036,0.0255,0.0800,0.0618,0.1127,0.0036,0.0036,0.0073,0.0109,0.1709,0.1127,0.0545,0.0073,0.0255,0.0436,0.0145,0.0145,0.0073,0.0145,0.0036,0.0073,0.0036,0.0036,0.0473,0.0255,0.0327,0.0073,0.0036,0.0036,0.0473,0.0582,0.0218,0.0909,0.0945,0.0036,0.0291,0.0509,0.0218,0.0036,0.0255,0.0545,0.0473
kalah_zzz_ee.ela_52237,2.70,0.55,0.45,2.05,0.40,2.25,1.15,0.55,0.50,1.10,0.80,1.20,0.3095,0.0635,0.0476,0.0952,0.0079,0.0556,0.0317,0.0159,0.0397,0.0159,0.2143,0.0079,0.0079,0.0397,0.0238,0.6508,5.1667,21.0000,0.4603,0.1282,0.0159,0.0238,0.0159,0.0079,0.0159,0.1349,0.0079,0.0079,0.0079,0.0794,0.0794,5.0000,0.0238,0.0079,0.0079,0.0159,0.1349,0.0079,0.1270,0.0079,0.0079,0.0079,0.0635,0.2302,0.1190,0.0476,0.0079,0.0397,0.0476,0.0079,0.0079,0.0079,0.0159,0.0079,0.0079,0.0079,0.0159,0.0556,0.0635,0.0317,0.0079,0.0079,0.0079,0.0397,0.0556,0.0238,0.0556,0.1270,0.0159,0.0079,0.0159,0.0317,0.0079,0.0714,0.0714,0.0556
kalah_zzz_ee.ela_73709,1.35,2.15,0.15,1.75,0.20,1.00,1.00,0.60,0.80,1.20,1.65,2.70,0.2367,0.0694,0.0204,0.1184,0.0041,0.0531,0.0408,0.0204,0.0245,0.0163,0.1551,0.0041,0.0041,0.0776,0.0082,0.7102,5.2735,16.3300,0.5510,0.3276,0.0163,0.0041,0.0122,0.0163,0.0163,0.1551,0.0286,0.0082,0.0204,0.0776,0.0776,2.0000,0.0327,0.0082,0.0122,0.0327,0.1184,0.0571,0.1388,0.0041,0.0082,0.0041,0.0367,0.1673,0.0816,0.0653,0.0122,0.0082,0.0204,0.0204,0.0204,0.0041,0.0204,0.0082,0.0041,0.0041,0.0245,0.0735,0.0286,0.0490,0.0041,0.0082,0.0041,0.0612,0.0612,0.0163,0.0857,0.0571,0.0041,0.0163,0.0490,0.0367,0.0041,0.0245,0.0694,0.0531
mesindus_ee.ela_210638,0.35,1.60,0.90,0.50,0.40,0.25,0.65,0.50,0.80,0.35,1.90,1.90,0.2300,0.0900,0.0300,0.1700,0.0100,0.0100,0.0400,0.0500,0.0200,0.0200,0.1600,0.0100,0.0100,0.1200,0.0100,0.7500,4.7100,11.1100,0.5800,0.5217,0.0100,0.0100,0.0700,0.0100,0.0200,0.1400,0.0100,0.0500,0.0100,0.0700,0.1300,2.2000,0.0300,0.0200,0.0100,0.0300,0.0600,0.0900,0.1200,0.0100,0.0100,0.0100,0.0200,0.1700,0.1800,0.0500,0.0100,0.0300,0.0200,0.0100,0.0200,0.0100,0.0100,0.0100,0.0100,0.0300,0.0300,0.0900,0.0200,0.0600,0.0100,0.0100,0.0100,0.0500,0.0100,0.0100,0.1000,0.1200,0.0100,0.0100,0.0800,0.0600,0.0100,0.0200,0.0200,0.0100
nami-nami_ee.ela_372868,0.20,0.00,2.05,0.25,0.55,1.50,2.00,2.90,0.60,0.45,0.35,0.30,0.3016,0.1032,0.0079,0.0952,0.0079,0.0714,0.0317,0.0238,0.0159,0.0238,0.1746,0.0079,0.0079,0.0238,0.0079,0.6667,5.4127,11.4500,0.4365,0.0789,0.0079,0.0079,0.0079,0.0079,0.0079,0.1984,0.0317,0.0079,0.1667,0.0238,0.0238,3.8333,0.0079,0.0238,0.0079,0.0397,0.1905,0.0397,0.0238,0.0159,0.1667,0.0079,0.0317,0.1508,0.0476,0.0635,0.0079,0.0159,0.0079,0.0079,0.0714,0.0159,0.0476,0.0159,0.0079,0.0079,0.0476,0.0397,0.0079,0.0397,0.0079,0.0079,0.0079,0.1032,0.0794,0.0317,0.1349,0.0159,0.0079,0.0238,0.0635,0.0317,0.0079,0.0079,0.1111,0.0714
no_spam_ee.ela_2227,0.55,0.10,0.55,2.35,2.90,1.45,2.40,1.40,0.70,1.75,0.00,0.00,0.4586,0.0387,0.0552,0.0497,0.0055,0.0331,0.0276,0.0276,0.0110,0.0552,0.0939,0.0166,0.0055,0.0663,0.0497,0.6519,6.6022,18.1000,0.3646,0.1446,0.0166,0.0055,0.0055,0.0166,0.0166,0.0884,0.0331,0.0055,0.0055,0.0552,0.0608,1.1818,0.0221,0.0110,0.0055,0.0442,0.0718,0.0497,0.0718,0.0110,0.0055,0.0055,0.0221,0.1436,0.2597,0.0608,0.0055,0.0055,0.0221,0.0387,0.0829,0.0055,0.0110,0.0055,0.0110,0.0110,0.0110,0.0387,0.0166,0.0497,0.0055,0.0055,0.0055,0.0608,0.0442,0.0055,0.1105,0.2873,0.0276,0.0497,0.0276,0.0221,0.0055,0.0166,0.0552,0.0331
