file_id,abs,afek,aeg,arg,form,imp,info,inst,inter,keer,spont,subj,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,particle,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,1st_pron,2nd_pron,3rd_pron,active_voice,passive_voice,1st_prs_verb,2nd_prs_verb,3rd_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl:relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc
www_alphagis_ee.ela_403490,0.80,0.05,0.20,1.30,1.60,2.15,2.55,1.05,0.70,2.70,0.35,0.15,0.3265,0.1224,0.1786,0.0612,0.0051,0.0510,0.0102,0.0255,0.0153,0.0306,0.1071,0.0051,0.0051,0.0204,0.0867,0.7602,6.6888,15.0800,0.5816,0.0625,0.0102,0.0051,0.0051,0.0051,0.0051,0.0969,0.0204,0.0051,0.0051,0.0765,0.0306,1.0769,0.0357,0.0051,0.0051,0.0408,0.0969,0.0204,0.0714,0.0051,0.0102,0.0051,0.0051,0.2092,0.2143,0.0714,0.0204,0.0255,0.0051,0.0051,0.0153,0.0051,0.0357,0.0051,0.0051,0.0051,0.0306,0.0561,0.0102,0.0204,0.0051,0.0051,0.0051,0.0816,0.0510,0.0204,0.0816,0.1735,0.0255,0.0306,0.0867,0.0102,0.0051,0.0102,0.0663,0.0510
www_auto24_ee.ela_469677,0.70,2.30,0.45,1.35,0.40,0.60,0.80,0.60,0.90,0.70,2.30,2.90,0.1981,0.0519,0.0032,0.1916,0.0065,0.0357,0.0552,0.0292,0.0130,0.0130,0.1396,0.0032,0.0032,0.0942,0.0097,0.6461,4.6429,17.1100,0.4318,0.4754,0.0195,0.0065,0.0065,0.0260,0.0292,0.1753,0.0065,0.0097,0.0227,0.0714,0.0974,1.6250,0.0292,0.0065,0.0390,0.0162,0.1266,0.0195,0.1136,0.0162,0.0065,0.0032,0.0227,0.1429,0.0714,0.0617,0.0422,0.0325,0.0032,0.0065,0.0195,0.0097,0.0130,0.0032,0.0032,0.0032,0.0097,0.0714,0.0195,0.0487,0.0032,0.0032,0.0065,0.0552,0.0455,0.0227,0.0779,0.0422,0.0065,0.0097,0.0422,0.0455,0.0032,0.0292,0.0617,0.0357
www_autoleht_ee.ela_469280,0.40,0.20,0.50,0.25,0.65,2.50,2.70,0.15,0.10,1.45,0.25,0.50,0.2647,0.0882,0.1078,0.1275,0.0098,0.0392,0.0294,0.0392,0.0098,0.0980,0.1471,0.0098,0.0098,0.0294,0.0686,0.7745,5.3529,12.7500,0.6765,0.1111,0.0000,0.0098,0.0098,0.0098,0.0098,0.1078,0.0196,0.0098,0.0098,0.0980,0.0588,2.5000,0.0392,0.0098,0.0098,0.0196,0.1176,0.0098,0.1078,0.0098,0.0098,0.0098,0.0098,0.1961,0.0882,0.0686,0.0098,0.0098,0.0196,0.0490,0.0294,0.0098,0.0098,0.0098,0.0098,0.0098,0.0392,0.0588,0.0294,0.0294,0.0196,0.0098,0.0098,0.0588,0.0392,0.0098,0.0980,0.0882,0.0196,0.0784,0.0490,0.0294,0.0098,0.0294,0.0588,0.0392
www_bioneer_ee.ela_243230,0.75,0.00,1.15,1.00,2.70,1.95,1.40,0.85,0.30,1.40,0.75,0.40,0.3158,0.1053,0.0451,0.0902,0.0075,0.0301,0.0526,0.0602,0.0150,0.0075,0.1128,0.0075,0.0075,0.0451,0.0075,0.7218,6.3233,33.2500,0.4962,0.1429,0.0226,0.0150,0.0075,0.0075,0.0075,0.1579,0.0226,0.0075,0.0075,0.0827,0.0977,0.8667,0.0451,0.0150,0.0301,0.0526,0.1053,0.0526,0.0977,0.0150,0.0075,0.0075,0.0226,0.1053,0.2105,0.0677,0.0301,0.0226,0.0150,0.0226,0.0451,0.0150,0.0301,0.0075,0.0075,0.0075,0.0150,0.0526,0.0226,0.0677,0.0150,0.0226,0.0075,0.0752,0.0451,0.0150,0.1203,0.1429,0.0075,0.0150,0.0677,0.0226,0.0075,0.0226,0.0376,0.0301
www_bsd_ee.ela_638246,1.00,0.45,0.95,0.45,1.30,1.90,2.15,0.65,0.70,2.30,0.35,0.65,0.2345,0.0897,0.1724,0.0690,0.0069,0.0552,0.0345,0.0414,0.0483,0.0207,0.1241,0.0069,0.0069,0.0621,0.0897,0.7379,5.7793,24.1700,0.5241,0.2647,0.0207,0.0207,0.0069,0.0069,0.0207,0.1172,0.0276,0.0069,0.0069,0.0966,0.0828,3.7500,0.0138,0.0069,0.0138,0.0207,0.0552,0.0828,0.1103,0.0069,0.0069,0.0069,0.0069,0.2000,0.1862,0.0207,0.0138,0.0276,0.0276,0.0345,0.0414,0.0069,0.0345,0.0069,0.0069,0.0138,0.0138,0.0621,0.0345,0.0207,0.0207,0.0069,0.0069,0.0414,0.0552,0.0207,0.0897,0.1310,0.0207,0.0138,0.0897,0.0276,0.0069,0.0345,0.0621,0.0552
www_delfi_ee.ela_361703,0.75,2.60,1.20,2.05,0.00,1.00,0.45,0.55,2.30,0.20,2.90,3.00,0.2685,0.0630,0.0137,0.0822,0.0055,0.0384,0.0329,0.0356,0.0219,0.0548,0.1425,0.0027,0.0027,0.0521,0.0164,0.6356,5.1068,17.3800,0.4247,0.1939,0.0192,0.0082,0.0027,0.0027,0.0110,0.1753,0.0110,0.0027,0.0164,0.0932,0.1041,1.5625,0.0411,0.0082,0.0219,0.0274,0.1534,0.0137,0.1123,0.0137,0.0192,0.0027,0.0247,0.2110,0.0740,0.0548,0.0219,0.0164,0.0055,0.0247,0.0137,0.0110,0.0055,0.0027,0.0027,0.0027,0.0110,0.0822,0.0137,0.0603,0.0082,0.0027,0.0027,0.0521,0.0466,0.0301,0.0959,0.0521,0.0055,0.0219,0.0301,0.0301,0.0027,0.0301,0.0712,0.0411
www_director_ee.ela_529643,0.75,0.40,0.75,0.45,0.10,0.65,1.05,0.90,1.05,0.75,0.60,1.05,0.2804,0.1111,0.0370,0.1058,0.0053,0.0582,0.0212,0.0317,0.0317,0.0212,0.1587,0.0053,0.0053,0.0794,0.0053,0.7037,5.6402,21.0000,0.5450,0.2830,0.0106,0.0053,0.0159,0.0106,0.0053,0.1005,0.0317,0.0317,0.0053,0.0688,0.0582,1.7000,0.0265,0.0053,0.0053,0.0370,0.0476,0.0847,0.0952,0.0053,0.0053,0.0053,0.0053,0.1481,0.2063,0.0529,0.0053,0.0317,0.0159,0.0370,0.0317,0.0106,0.0106,0.0053,0.0106,0.0053,0.0053,0.0423,0.0159,0.0106,0.0159,0.0106,0.0106,0.0794,0.0582,0.0053,0.1058,0.1270,0.0106,0.0212,0.0582,0.0159,0.0053,0.0212,0.0741,0.0582
www_dragon_ee.ela_303548,1.05,1.85,0.55,0.95,0.15,0.40,0.95,0.55,2.50,1.20,2.90,2.45,0.2007,0.0592,0.0132,0.1743,0.0066,0.0461,0.0263,0.0197,0.0230,0.0296,0.1480,0.0033,0.0033,0.0757,0.0197,0.6875,4.6151,15.2000,0.4638,0.3770,0.0132,0.0132,0.0329,0.0099,0.0033,0.1513,0.0132,0.0132,0.0099,0.0822,0.1020,1.4400,0.0395,0.0099,0.0230,0.0230,0.0263,0.1184,0.1118,0.0099,0.0066,0.0033,0.0230,0.1612,0.0395,0.0822,0.0263,0.0230,0.0230,0.0132,0.0197,0.0066,0.0033,0.0033,0.0066,0.0033,0.0099,0.0493,0.0395,0.0461,0.0066,0.0033,0.0099,0.0428,0.0493,0.0296,0.1020,0.0395,0.0099,0.0197,0.0362,0.0164,0.0033,0.0428,0.0658,0.0461
www_easl_ee.ela_201171,0.20,0.40,0.80,0.25,0.80,0.90,1.80,0.30,0.55,0.30,0.10,0.05,0.2346,0.0864,0.2963,0.0864,0.0123,0.0617,0.0123,0.0123,0.0123,0.0370,0.1481,0.0123,0.0123,0.0494,0.0247,0.7654,7.0988,20.2500,0.6914,0.2105,0.0000,0.0123,0.0123,0.0123,0.0123,0.1235,0.0247,0.0123,0.0123,0.0988,0.0494,4.0000,0.0123,0.0123,0.0123,0.0370,0.0494,0.0988,0.1111,0.0123,0.0123,0.0123,0.0123,0.2840,0.0864,0.1111,0.0247,0.0494,0.0123,0.0123,0.1111,0.0123,0.0247,0.0123,0.0123,0.0123,0.0370,0.0741,0.0370,0.0123,0.0494,0.0123,0.0123,0.0370,0.0617,0.0247,0.1481,0.0988,0.0494,0.0247,0.0247,0.0123,0.0123,0.0370,0.0864,0.0617
www_eestigiid_ee.ela_530847,0.30,0.15,0.45,0.25,1.35,2.70,2.50,0.05,0.10,1.20,0.15,0.25,0.2857,0.1020,0.1388,0.0612,0.0041,0.0245,0.0041,0.0122,0.0122,0.0898,0.1918,0.0041,0.0041,0.0286,0.0571,0.5755,4.9918,22.2700,0.4122,0.1000,0.0204,0.0082,0.0041,0.0041,0.0041,0.1020,0.0082,0.0041,0.0041,0.0776,0.0694,4.0000,0.0041,0.0041,0.0041,0.0245,0.0980,0.0122,0.0816,0.0041,0.0041,0.0082,0.0082,0.2449,0.1184,0.0571,0.0041,0.0531,0.0245,0.0122,0.0245,0.0041,0.0245,0.0041,0.0082,0.0082,0.0082,0.0286,0.0816,0.0163,0.0082,0.0041,0.0041,0.0163,0.0245,0.0122,0.0735,0.1143,0.0082,0.0898,0.0653,0.0041,0.0041,0.0571,0.1061,0.0245
www_eestikirik_ee.ela_530609,2.60,1.20,0.20,1.30,0.40,0.60,0.50,1.45,0.95,0.80,0.70,1.30,0.1530,0.0328,0.0437,0.1202,0.0055,0.0273,0.0710,0.0164,0.0219,0.0055,0.1530,0.0055,0.0055,0.1694,0.0055,0.6503,4.4645,20.3300,0.3989,1.1071,0.0383,0.0109,0.0710,0.0055,0.0164,0.1803,0.0273,0.0328,0.0055,0.0710,0.1148,1.4706,0.0328,0.0109,0.0437,0.0273,0.1148,0.0546,0.1366,0.0109,0.0055,0.0055,0.0328,0.1694,0.0929,0.0656,0.0601,0.0109,0.0109,0.0219,0.0109,0.0109,0.0109,0.0055,0.0055,0.0055,0.0219,0.1038,0.0219,0.0765,0.0328,0.0109,0.0109,0.0765,0.0383,0.0219,0.0820,0.0765,0.0055,0.0055,0.0109,0.0437,0.0055,0.0273,0.0219,0.0273
www_eestisport_ee.ela_196071,0.40,0.10,1.85,0.40,0.85,2.25,1.85,0.55,0.10,0.65,0.00,0.10,0.3261,0.0435,0.0797,0.0507,0.0072,0.0290,0.0217,0.0290,0.0145,0.1594,0.1739,0.0145,0.0072,0.0290,0.0145,0.6884,5.5725,23.0000,0.5145,0.0889,0.0000,0.0145,0.0072,0.0072,0.0072,0.1159,0.0072,0.0072,0.0072,0.0942,0.0362,4.3333,0.0072,0.0145,0.0072,0.0217,0.0362,0.0870,0.0942,0.0145,0.0072,0.0072,0.0072,0.1884,0.1812,0.0507,0.0072,0.0217,0.0145,0.0290,0.0580,0.0072,0.0217,0.0072,0.0072,0.0072,0.0435,0.0797,0.0145,0.0217,0.0217,0.0072,0.0072,0.0290,0.0362,0.0072,0.1594,0.1377,0.0072,0.0797,0.0435,0.0145,0.0072,0.0217,0.0652,0.0290
www_ekspress_ee.ela_177019,2.60,1.40,0.20,1.95,0.60,0.85,0.60,0.55,2.50,1.50,2.50,2.50,0.2338,0.0755,0.0108,0.1547,0.0036,0.0468,0.0324,0.0144,0.0144,0.0360,0.2086,0.0036,0.0036,0.0396,0.0072,0.6259,4.8058,14.6300,0.4317,0.1692,0.0180,0.0036,0.0036,0.0036,0.0036,0.1331,0.0072,0.0216,0.0072,0.0683,0.0863,3.4000,0.0288,0.0036,0.0036,0.0144,0.1151,0.0252,0.1187,0.0072,0.0072,0.0036,0.0324,0.1727,0.0432,0.0683,0.0036,0.0216,0.0144,0.0108,0.0180,0.0036,0.0180,0.0036,0.0108,0.0072,0.0108,0.0396,0.0360,0.0324,0.0108,0.0072,0.0108,0.0288,0.0576,0.0216,0.0719,0.0504,0.0072,0.0144,0.0360,0.0108,0.0036,0.0504,0.0755,0.0468
www_ekspress_ee.ela_495829,0.85,2.30,0.95,1.15,0.00,0.80,1.25,0.80,2.60,1.60,2.90,2.25,0.2222,0.0535,0.0535,0.0947,0.0041,0.0288,0.0288,0.0082,0.0329,0.0782,0.1811,0.0041,0.0041,0.0617,0.0123,0.6790,5.4280,13.5000,0.4568,0.2778,0.0165,0.0123,0.0041,0.0082,0.0165,0.1646,0.0123,0.0041,0.0165,0.0700,0.1070,2.4615,0.0206,0.0041,0.0165,0.0288,0.1317,0.0329,0.1070,0.0206,0.0165,0.0041,0.0494,0.2222,0.0658,0.0576,0.0123,0.0412,0.0041,0.0165,0.0247,0.0041,0.0082,0.0041,0.0041,0.0041,0.0247,0.0658,0.0453,0.0576,0.0082,0.0041,0.0041,0.0288,0.0370,0.0206,0.0617,0.0535,0.0165,0.0412,0.0247,0.0247,0.0041,0.0494,0.0700,0.0288
www_employers_ee.ela_617415,0.45,0.35,1.25,1.20,1.50,1.65,1.70,0.40,0.30,0.80,0.10,0.15,0.2984,0.0484,0.1048,0.1129,0.0081,0.0161,0.0403,0.0484,0.0242,0.0565,0.1774,0.0081,0.0081,0.0484,0.0403,0.7339,5.9274,15.5000,0.5565,0.1622,0.0000,0.0081,0.0081,0.0081,0.0323,0.1290,0.0161,0.0081,0.0081,0.1048,0.0323,4.3333,0.0081,0.0081,0.0081,0.0323,0.0484,0.0968,0.1129,0.0081,0.0081,0.0081,0.0081,0.1129,0.2016,0.0806,0.0161,0.0323,0.0081,0.0323,0.0484,0.0081,0.0081,0.0081,0.0161,0.0081,0.0323,0.0806,0.0161,0.0161,0.0161,0.0081,0.0081,0.0484,0.0242,0.0081,0.1290,0.1452,0.0242,0.0403,0.0242,0.0323,0.0081,0.0161,0.0242,0.0161
www_emta_ee.ela_522725,1.25,0.05,0.50,0.60,2.80,2.30,2.10,1.70,0.10,2.40,0.35,0.40,0.3519,0.1481,0.0463,0.0833,0.0093,0.0278,0.0278,0.0370,0.0185,0.0556,0.1204,0.0185,0.0093,0.0463,0.0278,0.7222,6.5463,27.0000,0.4537,0.1316,0.0093,0.0093,0.0093,0.0093,0.0278,0.1204,0.0833,0.0093,0.0093,0.0648,0.0741,0.5333,0.0370,0.0093,0.0093,0.1204,0.1204,0.0833,0.0741,0.0185,0.0093,0.0093,0.0185,0.0833,0.1852,0.0648,0.0093,0.0463,0.0926,0.0185,0.0278,0.0278,0.0278,0.0093,0.0093,0.0093,0.0093,0.0370,0.0093,0.0556,0.0185,0.0093,0.0185,0.0833,0.0278,0.0093,0.1667,0.1389,0.0093,0.0370,0.0463,0.0185,0.0093,0.0185,0.0370,0.0278
www_epl_ee.ela_495381,0.30,0.75,1.70,1.75,0.90,1.65,2.40,0.55,0.45,1.00,0.05,0.60,0.3451,0.0752,0.0575,0.0752,0.0044,0.0354,0.0265,0.0575,0.0177,0.0531,0.1195,0.0044,0.0044,0.0310,0.0177,0.7611,5.8982,17.3800,0.5487,0.0897,0.0000,0.0133,0.0044,0.0044,0.0044,0.1504,0.0088,0.0044,0.0044,0.1106,0.0575,2.6000,0.0088,0.0088,0.0221,0.0221,0.0752,0.0664,0.1195,0.0044,0.0044,0.0044,0.0088,0.1637,0.2168,0.0487,0.0354,0.0265,0.0265,0.0088,0.0398,0.0044,0.0044,0.0044,0.0044,0.0133,0.0088,0.1018,0.0088,0.0265,0.0221,0.0044,0.0044,0.0310,0.0398,0.0088,0.1416,0.1327,0.0044,0.0442,0.0619,0.0354,0.0044,0.0088,0.0442,0.0354
www_epl_ee.ela_679018,0.55,0.10,0.90,0.80,1.40,1.20,0.75,0.50,0.50,1.30,0.20,0.15,0.2895,0.0724,0.2368,0.0724,0.0066,0.0329,0.0132,0.0066,0.0066,0.0066,0.1316,0.0066,0.0066,0.0329,0.0461,0.6842,5.9934,25.3300,0.5066,0.1136,0.0000,0.0066,0.0066,0.0066,0.0066,0.1382,0.0329,0.0066,0.0066,0.0921,0.0658,0.7778,0.0526,0.0132,0.0197,0.0592,0.0724,0.0855,0.0987,0.0066,0.0066,0.0066,0.0066,0.1579,0.2039,0.0724,0.0197,0.0789,0.0066,0.0197,0.0197,0.0197,0.0197,0.0066,0.0066,0.0132,0.0066,0.0855,0.0066,0.0263,0.0329,0.0066,0.0066,0.0987,0.0395,0.0329,0.0987,0.1711,0.0395,0.0066,0.0329,0.0197,0.0066,0.0066,0.0526,0.0329
www_epl_ee.ela_685672,1.15,2.40,0.70,2.15,0.10,0.90,1.45,1.00,1.20,0.70,1.80,2.55,0.2226,0.0415,0.0119,0.1306,0.0030,0.0386,0.0356,0.0208,0.0267,0.0178,0.1543,0.0030,0.0030,0.1009,0.0089,0.6588,4.7537,13.4800,0.3739,0.4533,0.0119,0.0148,0.0030,0.0208,0.0208,0.1543,0.0208,0.0030,0.0208,0.0593,0.1217,2.4211,0.0208,0.0089,0.0297,0.0089,0.1157,0.0326,0.1187,0.0148,0.0119,0.0030,0.0445,0.1691,0.0682,0.0742,0.0297,0.0237,0.0208,0.0237,0.0237,0.0030,0.0089,0.0059,0.0059,0.0030,0.0089,0.0534,0.0386,0.0682,0.0119,0.0030,0.0059,0.0653,0.0504,0.0237,0.0950,0.0564,0.0030,0.0119,0.0267,0.0386,0.0059,0.0356,0.0386,0.0386
www_eramets_ee.ela_479405,0.55,0.40,0.50,0.45,2.90,2.90,1.50,1.00,0.00,1.30,0.05,0.00,0.3483,0.2472,0.0562,0.0674,0.0112,0.0562,0.0449,0.0112,0.0112,0.0674,0.1011,0.0112,0.0112,0.0112,0.0225,0.7079,7.4719,29.6700,0.4831,0.0323,0.0000,0.0112,0.0112,0.0112,0.0112,0.1011,0.0674,0.0112,0.0112,0.0674,0.0449,0.5000,0.0337,0.0112,0.0112,0.1011,0.1011,0.0674,0.0674,0.0112,0.0112,0.0112,0.0112,0.1348,0.0787,0.1236,0.0225,0.1011,0.0562,0.0562,0.0787,0.0112,0.0449,0.0112,0.0112,0.0112,0.0449,0.0449,0.0112,0.0337,0.0112,0.0112,0.0112,0.0449,0.0562,0.0337,0.1685,0.1011,0.0112,0.0674,0.1573,0.0449,0.0112,0.0112,0.0787,0.0562
www_europarl_ee.ela_36110,1.00,0.70,1.05,0.85,1.85,0.90,0.75,0.70,0.45,1.05,0.15,0.30,0.3361,0.1261,0.1429,0.0756,0.0084,0.0588,0.0336,0.0252,0.0336,0.0084,0.1008,0.0084,0.0084,0.0168,0.0084,0.7563,7.4958,23.8000,0.4874,0.0500,0.0000,0.0168,0.0084,0.0084,0.0084,0.1092,0.0420,0.0084,0.0084,0.0840,0.0252,1.3750,0.0336,0.0084,0.0252,0.0336,0.1092,0.0252,0.0840,0.0252,0.0084,0.0084,0.0084,0.1092,0.2101,0.1092,0.0252,0.0336,0.0168,0.0252,0.1092,0.0084,0.0336,0.0084,0.0084,0.0084,0.0252,0.0672,0.0084,0.0084,0.0168,0.0084,0.0084,0.1176,0.0756,0.0252,0.1429,0.1681,0.0084,0.0084,0.0924,0.0168,0.0084,0.0084,0.0588,0.0588
www_hambaarst_ee.ela_423040,0.95,0.05,1.70,1.00,2.90,2.65,2.05,1.80,0.00,2.50,0.00,0.15,0.4295,0.1409,0.0201,0.0336,0.0067,0.0671,0.0134,0.0201,0.0067,0.0671,0.1409,0.0067,0.0067,0.0403,0.0604,0.7248,6.3826,24.8300,0.4765,0.0938,0.0000,0.0067,0.0067,0.0067,0.0067,0.1074,0.0403,0.0067,0.0067,0.0604,0.0403,0.6923,0.0201,0.0067,0.0134,0.0738,0.1074,0.0336,0.0671,0.0067,0.0067,0.0067,0.0067,0.1208,0.2685,0.0604,0.0134,0.0067,0.0067,0.0067,0.0805,0.0067,0.0067,0.0067,0.0268,0.0067,0.0268,0.0403,0.0134,0.0268,0.0201,0.0067,0.0067,0.0738,0.0671,0.0134,0.0872,0.1946,0.0268,0.0537,0.0738,0.0201,0.0067,0.0134,0.0940,0.0671
www_hambaarst_ee.ela_475731,0.90,0.10,0.25,0.60,1.25,1.95,1.45,0.55,0.10,1.75,0.30,0.10,0.3559,0.1102,0.0424,0.0508,0.0085,0.0339,0.0254,0.0424,0.0424,0.0085,0.1780,0.0085,0.0085,0.0593,0.0169,0.7458,5.9915,29.5000,0.5339,0.1667,0.0000,0.0169,0.0085,0.0085,0.0085,0.1441,0.0339,0.0085,0.0085,0.1102,0.0508,1.6250,0.0169,0.0169,0.0169,0.0508,0.1441,0.0254,0.1186,0.0085,0.0085,0.0085,0.0085,0.2119,0.1102,0.0763,0.0085,0.0339,0.0508,0.0678,0.0424,0.0254,0.0169,0.0085,0.0085,0.0085,0.0085,0.0932,0.0169,0.0254,0.0508,0.0085,0.0085,0.0847,0.0339,0.0085,0.1356,0.0847,0.0169,0.0085,0.0763,0.0424,0.0085,0.0169,0.0424,0.0339
www_helen_ee.ela_520035,0.30,0.95,0.20,0.80,0.25,1.90,1.85,2.50,0.95,0.10,0.85,0.90,0.4182,0.0727,0.0061,0.0545,0.0061,0.0606,0.0182,0.0242,0.0364,0.0182,0.2182,0.0061,0.0061,0.0242,0.0182,0.7030,5.3636,11.7900,0.6061,0.0580,0.0121,0.0121,0.0061,0.0061,0.0061,0.0727,0.0667,0.0121,0.0061,0.0485,0.0485,1.1818,0.0182,0.0121,0.0121,0.0485,0.0848,0.0485,0.0848,0.0061,0.0061,0.0061,0.0061,0.2121,0.0545,0.1152,0.0182,0.0485,0.0061,0.0121,0.0303,0.0061,0.0485,0.0061,0.0121,0.0061,0.0061,0.0182,0.0303,0.0182,0.0061,0.0121,0.0061,0.0424,0.0606,0.0121,0.0909,0.0788,0.0061,0.0182,0.0424,0.0242,0.0061,0.0303,0.1879,0.0606
