file_id,abs,afek,aeg,arg,form,imp,info,inst,inter,keer,spont,subj,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,particle,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,1st_pron,2nd_pron,3rd_pron,active_voice,passive_voice,1st_prs_verb,2nd_prs_verb,3rd_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl:relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc
www_horisont_ee.ela_455809,1.20,0.45,1.20,1.15,0.55,1.80,1.65,0.50,0.25,1.15,0.10,0.20,0.2620,0.0749,0.1123,0.0963,0.0053,0.0428,0.0374,0.0267,0.0428,0.0374,0.1070,0.0053,0.0053,0.0588,0.0053,0.7701,5.9251,23.3800,0.5080,0.2245,0.0107,0.0160,0.0160,0.0053,0.0160,0.1444,0.0214,0.0053,0.0053,0.1123,0.0695,1.9091,0.0214,0.0053,0.0214,0.0321,0.0428,0.1070,0.1176,0.0053,0.0053,0.0053,0.0107,0.1444,0.1979,0.0535,0.0374,0.0160,0.0267,0.0321,0.0321,0.0053,0.0428,0.0053,0.0053,0.0053,0.0107,0.0749,0.0160,0.0428,0.0160,0.0107,0.0053,0.0321,0.0481,0.0267,0.1283,0.1497,0.0053,0.0214,0.0481,0.0267,0.0053,0.0160,0.0481,0.0428
www_horsemarket_ee.ela_436247,0.20,1.10,2.30,0.60,0.40,0.40,2.20,0.65,0.50,0.55,0.50,0.75,0.2155,0.0747,0.1466,0.0891,0.0029,0.0460,0.0144,0.0086,0.0115,0.0201,0.1782,0.0029,0.0029,0.0690,0.0287,0.6609,5.2989,12.0000,0.4598,0.3200,0.0057,0.0057,0.0029,0.0029,0.0374,0.1351,0.0144,0.0029,0.0029,0.1178,0.0575,3.7500,0.0172,0.0086,0.0057,0.0144,0.0259,0.1207,0.1293,0.0029,0.0029,0.0057,0.0086,0.1983,0.0805,0.0460,0.0029,0.0690,0.0057,0.0259,0.0172,0.0086,0.0115,0.0029,0.0115,0.0057,0.0172,0.0862,0.0230,0.0086,0.0115,0.0057,0.0029,0.0546,0.0517,0.0201,0.1264,0.0402,0.0201,0.0172,0.0575,0.0201,0.0029,0.0201,0.0690,0.0460
www_ilm_err_ee.ela_196894,0.40,0.15,2.30,1.10,1.55,1.05,1.95,0.40,0.50,0.80,0.00,0.30,0.3553,0.0658,0.1776,0.0724,0.0066,0.0395,0.0132,0.0592,0.0132,0.0461,0.0921,0.0066,0.0066,0.0329,0.0263,0.8026,6.4408,15.2000,0.6382,0.0926,0.0000,0.0066,0.0066,0.0066,0.0263,0.1184,0.0329,0.0066,0.0066,0.0855,0.0263,2.0000,0.0066,0.0066,0.0132,0.0461,0.0329,0.1118,0.0987,0.0066,0.0066,0.0066,0.0066,0.1645,0.2434,0.0329,0.0263,0.0658,0.0132,0.0263,0.0461,0.0132,0.0197,0.0066,0.0132,0.0066,0.0395,0.0592,0.0066,0.0132,0.0066,0.0066,0.0066,0.0724,0.0395,0.0197,0.2039,0.1842,0.0132,0.0329,0.0329,0.0066,0.0066,0.0066,0.0395,0.0395
www_jeesusekristusekirik_ee.ela_65555,0.80,0.60,0.90,0.10,0.50,0.70,1.00,0.70,0.55,0.60,0.45,0.40,0.3362,0.0776,0.1638,0.0776,0.0086,0.0431,0.0259,0.0431,0.0172,0.0086,0.1207,0.0086,0.0086,0.0431,0.0172,0.7845,5.6724,19.3300,0.6121,0.1282,0.0086,0.0172,0.0086,0.0086,0.0086,0.1207,0.0259,0.0086,0.0086,0.0948,0.0603,1.8333,0.0259,0.0086,0.0172,0.0345,0.0259,0.1121,0.1034,0.0086,0.0086,0.0086,0.0086,0.2931,0.1466,0.0517,0.0172,0.0086,0.0086,0.0259,0.0603,0.0086,0.0086,0.0086,0.0172,0.0086,0.0259,0.0862,0.0172,0.0345,0.0086,0.0086,0.0086,0.0517,0.0431,0.0172,0.1121,0.1293,0.0603,0.0086,0.0603,0.0259,0.0086,0.0172,0.0862,0.0431
www_kasutatudraamat_ee.ela_68759,0.60,2.40,0.90,0.10,0.25,0.15,0.75,0.05,2.20,0.75,0.30,0.95,0.1638,0.0647,0.0517,0.1552,0.0043,0.0388,0.0216,0.0302,0.0172,0.0086,0.2069,0.0043,0.0043,0.0991,0.0129,0.6767,5.0388,11.6000,0.4655,0.6053,0.0129,0.0086,0.0086,0.0086,0.0647,0.1681,0.0086,0.0172,0.0086,0.1034,0.0560,2.2143,0.0259,0.0086,0.0172,0.0259,0.0819,0.0819,0.1293,0.0043,0.0086,0.0086,0.0172,0.1336,0.0733,0.0560,0.0172,0.0302,0.0259,0.0216,0.0302,0.0086,0.0129,0.0043,0.0086,0.0043,0.0129,0.0776,0.0216,0.0172,0.0043,0.0043,0.0043,0.0474,0.0431,0.0388,0.0948,0.0560,0.0086,0.0086,0.0388,0.0216,0.0043,0.0302,0.0431,0.0388
www_kohus_ee.ela_34731,0.20,0.65,2.05,1.20,1.80,1.15,2.10,0.75,0.90,1.10,0.35,0.70,0.3093,0.0876,0.0979,0.0515,0.0052,0.0464,0.0155,0.0567,0.0103,0.0773,0.1392,0.0052,0.0052,0.0464,0.0103,0.7062,5.8608,27.7100,0.4536,0.1500,0.0000,0.0052,0.0052,0.0052,0.0258,0.0928,0.0361,0.0052,0.0052,0.0619,0.0206,1.8889,0.0155,0.0103,0.0155,0.0258,0.0309,0.0876,0.0928,0.0052,0.0052,0.0052,0.0155,0.1804,0.1959,0.0515,0.0155,0.0464,0.0361,0.0206,0.0412,0.0155,0.0155,0.0052,0.0052,0.0103,0.0103,0.0567,0.0052,0.0258,0.0206,0.0052,0.0052,0.0670,0.0464,0.0155,0.1804,0.0876,0.0052,0.0619,0.0670,0.0206,0.0052,0.0052,0.0722,0.0464
www_kv_ee.ela_199481,0.25,0.00,0.85,0.40,0.95,2.70,2.40,0.40,0.50,0.55,0.80,0.25,0.3488,0.1395,0.0581,0.0291,0.0058,0.0291,0.0058,0.0349,0.0116,0.0465,0.2326,0.0058,0.0058,0.0058,0.0291,0.6105,5.4826,57.3300,0.4767,0.0167,0.0000,0.0058,0.0058,0.0058,0.0058,0.0814,0.0814,0.0058,0.0058,0.0698,0.0756,0.8000,0.0116,0.0058,0.0116,0.0814,0.0756,0.0814,0.0756,0.0058,0.0058,0.0058,0.0116,0.2965,0.0756,0.0233,0.0058,0.0407,0.0174,0.0174,0.0174,0.0116,0.0058,0.0058,0.0058,0.0058,0.0291,0.0233,0.0233,0.0233,0.0058,0.0058,0.0058,0.0581,0.0291,0.0116,0.0756,0.1163,0.0058,0.0349,0.0698,0.0058,0.0058,0.0407,0.2267,0.0291
www_lapsemure_ee.ela_140896,0.90,2.50,1.60,0.90,0.70,0.60,0.90,0.35,1.40,0.50,2.90,2.50,0.1574,0.0324,0.0093,0.1204,0.0046,0.0417,0.0463,0.0556,0.0556,0.0093,0.1111,0.0046,0.0046,0.2037,0.0046,0.6157,4.5093,21.6000,0.3472,1.2941,0.0231,0.0139,0.1111,0.0046,0.0556,0.1898,0.0046,0.0463,0.0093,0.0972,0.0880,3.6667,0.0139,0.0046,0.0370,0.0046,0.0602,0.1019,0.1528,0.0046,0.0093,0.0046,0.0185,0.2037,0.1111,0.0694,0.0370,0.0185,0.0046,0.0093,0.0231,0.0046,0.0093,0.0046,0.0046,0.0046,0.0278,0.1019,0.0324,0.0324,0.0046,0.0046,0.0046,0.0556,0.0509,0.0463,0.0926,0.0648,0.0046,0.0139,0.0139,0.0231,0.0046,0.0278,0.0741,0.0417
www_le_ee.ela_240831,0.25,0.50,2.70,0.55,1.60,1.25,1.80,0.55,0.35,0.50,0.00,0.30,0.3095,0.0556,0.0794,0.0397,0.0079,0.0635,0.0317,0.0397,0.0238,0.0635,0.1349,0.0079,0.0079,0.0556,0.0238,0.7302,5.2063,18.0000,0.5635,0.1795,0.0159,0.0079,0.0159,0.0079,0.0159,0.1905,0.0159,0.0079,0.0079,0.1270,0.1032,2.5714,0.0159,0.0079,0.0159,0.0476,0.0476,0.1508,0.1508,0.0079,0.0079,0.0079,0.0238,0.1905,0.2063,0.0397,0.0079,0.0317,0.0397,0.0238,0.0238,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0952,0.0238,0.0476,0.0079,0.0159,0.0079,0.0714,0.0794,0.0159,0.1032,0.1111,0.0238,0.0476,0.0397,0.0079,0.0079,0.0238,0.0794,0.0635
www_lemmik_ee.ela_519214,0.15,0.60,0.55,0.55,0.45,0.85,0.65,0.50,0.90,0.55,0.20,0.30,0.3390,0.0763,0.0847,0.0932,0.0085,0.0508,0.0339,0.0169,0.0085,0.0169,0.1441,0.0085,0.0085,0.0593,0.0085,0.7627,5.7542,16.8600,0.6695,0.1750,0.0085,0.0085,0.0085,0.0085,0.0254,0.1525,0.0169,0.0085,0.0085,0.1017,0.0847,1.8571,0.0169,0.0169,0.0085,0.0508,0.0932,0.0763,0.1186,0.0085,0.0085,0.0085,0.0254,0.1525,0.1864,0.0763,0.0085,0.0508,0.0254,0.0254,0.0508,0.0085,0.0254,0.0085,0.0085,0.0085,0.0169,0.0763,0.0254,0.0508,0.0169,0.0085,0.0085,0.0508,0.0678,0.0254,0.1186,0.1356,0.0254,0.0169,0.0593,0.0254,0.0085,0.0254,0.0678,0.0508
www_lillelapsed_ee.ela_607751,0.50,0.60,1.10,1.40,0.50,0.90,0.85,2.70,1.40,0.10,0.85,0.70,0.3435,0.0992,0.0076,0.1221,0.0076,0.0382,0.0153,0.0305,0.0229,0.0153,0.1221,0.0076,0.0076,0.0611,0.0076,0.7786,5.7481,10.0800,0.4962,0.1778,0.0076,0.0076,0.0153,0.0076,0.0305,0.1450,0.0076,0.0076,0.0534,0.0687,0.0992,1.3333,0.0534,0.0382,0.0153,0.0153,0.1374,0.0076,0.0763,0.0229,0.0458,0.0076,0.0153,0.1298,0.0916,0.0611,0.0153,0.0305,0.0611,0.0382,0.0305,0.0076,0.0534,0.0076,0.0153,0.0076,0.0382,0.0687,0.0153,0.0382,0.0153,0.0076,0.0153,0.0534,0.0382,0.0382,0.1756,0.0992,0.0076,0.0153,0.0687,0.0458,0.0076,0.0229,0.0382,0.0382
www_linnaleht_ee.ela_420357,0.30,2.10,0.60,0.95,0.05,0.45,0.60,0.70,1.30,0.40,1.25,2.30,0.2568,0.0685,0.0068,0.1438,0.0068,0.0411,0.0342,0.0308,0.0205,0.0137,0.1267,0.0034,0.0034,0.1199,0.0034,0.7158,5.0890,15.3700,0.4795,0.4667,0.0137,0.0103,0.0308,0.0034,0.0479,0.1370,0.0034,0.0137,0.0068,0.0890,0.0651,1.7368,0.0377,0.0137,0.0068,0.0205,0.0890,0.0479,0.1130,0.0068,0.0034,0.0034,0.0240,0.1336,0.1507,0.0548,0.0068,0.0205,0.0308,0.0171,0.0411,0.0034,0.0068,0.0068,0.0068,0.0034,0.0274,0.0719,0.0205,0.0205,0.0103,0.0068,0.0068,0.0651,0.0616,0.0068,0.1096,0.1062,0.0034,0.0103,0.0377,0.0274,0.0034,0.0240,0.0514,0.0411
www_linnateater_ee.ela_612249,2.05,1.40,0.25,1.40,0.10,0.65,0.45,0.35,2.25,0.85,1.80,2.80,0.1794,0.0580,0.0132,0.1187,0.0026,0.0607,0.0343,0.0211,0.0369,0.0132,0.1926,0.0026,0.0026,0.1135,0.0026,0.5831,4.4828,19.9500,0.3325,0.6324,0.0264,0.0158,0.0211,0.0132,0.0053,0.1372,0.0079,0.0237,0.0106,0.0660,0.0950,2.0000,0.0290,0.0106,0.0158,0.0132,0.1187,0.0132,0.1082,0.0079,0.0079,0.0026,0.0211,0.1609,0.1003,0.0712,0.0158,0.0317,0.0106,0.0132,0.0079,0.0053,0.0132,0.0026,0.0026,0.0026,0.0106,0.0422,0.0449,0.0396,0.0026,0.0079,0.0053,0.0422,0.0712,0.0211,0.0501,0.0554,0.0026,0.0106,0.0158,0.0290,0.0053,0.0449,0.1082,0.0607
www_lounaleht_ee.ela_576969,0.35,0.40,0.75,0.45,0.70,1.25,0.65,0.25,0.80,0.20,0.10,0.45,0.3056,0.0833,0.0926,0.0648,0.0093,0.0463,0.0185,0.0278,0.0648,0.0463,0.1667,0.0093,0.0093,0.0370,0.0093,0.7870,5.6019,21.6000,0.6389,0.1212,0.0000,0.0370,0.0093,0.0093,0.0093,0.0926,0.0463,0.0093,0.0093,0.0833,0.0648,6.5000,0.0278,0.0093,0.0093,0.0093,0.1019,0.0370,0.1204,0.0185,0.0093,0.0093,0.0185,0.1667,0.1852,0.0648,0.0185,0.0463,0.0278,0.0556,0.0463,0.0093,0.0093,0.0093,0.0093,0.0093,0.0278,0.0648,0.0370,0.0278,0.0278,0.0093,0.0093,0.0556,0.0463,0.0093,0.1481,0.0926,0.0185,0.0463,0.0741,0.0093,0.0093,0.0370,0.0556,0.0463
www_maaleht_ee.ela_246360,0.35,0.75,1.50,0.70,0.95,0.70,0.60,0.35,0.60,0.35,0.30,0.40,0.2893,0.0826,0.1157,0.0909,0.0083,0.0248,0.0579,0.0165,0.0331,0.0248,0.1405,0.0083,0.0083,0.0248,0.0165,0.7273,6.0083,17.2900,0.6116,0.0857,0.0000,0.0165,0.0083,0.0083,0.0248,0.1818,0.0165,0.0083,0.0083,0.1074,0.0579,2.2857,0.0165,0.0083,0.0248,0.0413,0.0826,0.0992,0.1405,0.0083,0.0083,0.0083,0.0413,0.1653,0.0744,0.0744,0.0248,0.0579,0.0331,0.0331,0.0579,0.0083,0.0248,0.0083,0.0083,0.0165,0.0248,0.1074,0.0248,0.0413,0.0083,0.0083,0.0165,0.0496,0.0496,0.0248,0.1322,0.0992,0.0165,0.0248,0.0496,0.0248,0.0083,0.0248,0.0248,0.0248
www_med24_ee.ela_557549,2.60,2.50,0.35,0.75,0.10,0.15,0.95,0.10,1.30,0.75,1.20,1.65,0.1903,0.0648,0.0040,0.2065,0.0040,0.0810,0.0324,0.0243,0.0243,0.0162,0.1498,0.0040,0.0040,0.0931,0.0283,0.7126,4.6194,13.7200,0.4980,0.4894,0.0162,0.0081,0.0405,0.0162,0.0081,0.1255,0.0081,0.0283,0.0162,0.0405,0.0607,2.3636,0.0283,0.0040,0.0081,0.0202,0.1053,0.0243,0.1053,0.0081,0.0040,0.0040,0.0364,0.1498,0.0769,0.0688,0.0081,0.0121,0.0162,0.0040,0.0324,0.0040,0.0162,0.0040,0.0040,0.0040,0.0040,0.0607,0.0283,0.0324,0.0081,0.0040,0.0040,0.0405,0.1012,0.0202,0.0567,0.0364,0.0121,0.0121,0.0445,0.0081,0.0040,0.0283,0.0769,0.0810
www_meiekirik_ee.ela_286284,1.30,0.65,0.20,1.15,0.50,0.70,0.75,0.75,1.15,0.75,0.15,0.50,0.2697,0.0987,0.0592,0.0526,0.0066,0.0395,0.0395,0.0197,0.0132,0.0132,0.1776,0.0066,0.0066,0.0724,0.0132,0.6382,6.0987,19.0000,0.4342,0.2683,0.0066,0.0132,0.0066,0.0066,0.0132,0.1974,0.0263,0.0066,0.0066,0.1184,0.0724,1.3125,0.0263,0.0197,0.0395,0.0461,0.1447,0.0461,0.1316,0.0197,0.0066,0.0066,0.0132,0.1645,0.1382,0.0921,0.0395,0.0329,0.0132,0.0197,0.0132,0.0132,0.0263,0.0066,0.0066,0.0066,0.0197,0.1053,0.0132,0.0592,0.0263,0.0066,0.0066,0.0724,0.0724,0.0132,0.1053,0.0855,0.0197,0.0132,0.0592,0.0263,0.0066,0.0132,0.0526,0.0395
www_mesindus_ee.ela_33384,0.10,0.45,1.30,1.15,0.15,0.60,1.00,2.50,0.15,0.75,0.35,0.95,0.3192,0.0751,0.0094,0.1362,0.0047,0.0235,0.0516,0.0329,0.0469,0.0282,0.1268,0.0047,0.0047,0.0329,0.0047,0.7042,5.6244,14.2000,0.4883,0.1029,0.0094,0.0235,0.0141,0.0047,0.0094,0.1455,0.0188,0.0610,0.0047,0.0469,0.0563,2.3636,0.0188,0.0094,0.0094,0.0329,0.1408,0.0188,0.1174,0.0141,0.0047,0.0047,0.0235,0.1174,0.1549,0.0657,0.0235,0.0094,0.0329,0.0094,0.0376,0.0047,0.0516,0.0047,0.0047,0.0047,0.0188,0.0423,0.0235,0.0329,0.0094,0.0047,0.0047,0.0939,0.0282,0.0235,0.1127,0.0845,0.0047,0.0141,0.0423,0.0469,0.0047,0.0235,0.0235,0.0235
www_mod_gov_ee.ela_178680,0.25,0.50,1.10,2.60,2.10,1.50,1.25,0.65,0.40,0.75,0.00,0.30,0.4044,0.1421,0.0383,0.0328,0.0055,0.0437,0.0219,0.0383,0.0437,0.0055,0.1038,0.0055,0.0055,0.0164,0.0055,0.7978,6.9672,16.6400,0.5301,0.0405,0.0055,0.0109,0.0055,0.0055,0.0055,0.1749,0.0601,0.0055,0.0055,0.0710,0.0601,0.6923,0.0164,0.0109,0.0055,0.1311,0.0984,0.1366,0.0984,0.0109,0.0055,0.0055,0.0273,0.1366,0.2131,0.0874,0.0055,0.0328,0.0164,0.0601,0.0437,0.0055,0.0164,0.0055,0.0055,0.0055,0.0219,0.0546,0.0164,0.0492,0.0055,0.0109,0.0055,0.0820,0.0437,0.0055,0.1475,0.1257,0.0109,0.0109,0.0437,0.0219,0.0055,0.0219,0.0546,0.0437
www_mulje_ee.ela_177932,1.15,2.90,1.45,0.75,0.20,0.25,0.85,0.75,2.80,1.25,3.00,1.65,0.0939,0.0333,0.0394,0.1273,0.0182,0.0606,0.0212,0.0091,0.0061,0.0121,0.2576,0.0030,0.0030,0.1576,0.0152,0.5182,3.7394,15.0000,0.3121,1.6774,0.0091,0.0030,0.0879,0.0212,0.0273,0.1788,0.0030,0.0606,0.0303,0.0697,0.0667,6.0000,0.0152,0.0061,0.0152,0.0030,0.0667,0.1030,0.1485,0.0030,0.0212,0.0030,0.0152,0.1576,0.0212,0.0515,0.0182,0.0152,0.0212,0.0212,0.0152,0.0030,0.0091,0.0030,0.0030,0.0030,0.0121,0.1000,0.0242,0.0212,0.0061,0.0030,0.0030,0.0515,0.0697,0.0242,0.0727,0.0182,0.0061,0.0061,0.0121,0.0152,0.0061,0.0242,0.0727,0.0606
www_naisteleht_ee.ela_355886,1.60,2.50,0.55,0.75,0.00,0.25,0.35,1.25,0.80,0.20,0.95,1.00,0.1667,0.0490,0.0245,0.1127,0.0049,0.0490,0.0686,0.0098,0.0196,0.0098,0.1863,0.0049,0.0049,0.1324,0.0049,0.6373,4.3186,17.0000,0.4167,0.7941,0.0245,0.0049,0.0049,0.0098,0.0441,0.1912,0.0098,0.0245,0.0343,0.0980,0.0833,2.7500,0.0294,0.0098,0.0245,0.0147,0.1569,0.0245,0.1520,0.0098,0.0147,0.0049,0.0196,0.1176,0.0588,0.0980,0.0147,0.0196,0.0098,0.0392,0.0245,0.0147,0.0049,0.0049,0.0049,0.0147,0.0147,0.0637,0.0343,0.0294,0.0098,0.0098,0.0049,0.0735,0.0735,0.0245,0.0980,0.0490,0.0049,0.0098,0.0196,0.0539,0.0049,0.0245,0.0392,0.0490
www_nami-nami_ee.ela_173054,0.00,0.20,1.90,0.45,0.15,1.30,1.80,2.90,0.60,0.10,0.40,0.55,0.3058,0.0744,0.0248,0.0992,0.0083,0.0826,0.0413,0.0331,0.0083,0.0331,0.1653,0.0083,0.0083,0.0165,0.0083,0.6694,5.1157,10.0800,0.4628,0.0541,0.0083,0.0083,0.0083,0.0083,0.0083,0.1983,0.0248,0.0083,0.1653,0.0413,0.0579,5.7500,0.0165,0.0165,0.0083,0.0248,0.1901,0.0331,0.0496,0.0083,0.1570,0.0083,0.0083,0.1818,0.0496,0.0496,0.0165,0.0331,0.0083,0.0083,0.0413,0.0165,0.0248,0.0331,0.0083,0.0083,0.0248,0.0248,0.0248,0.0083,0.0083,0.0083,0.0083,0.1074,0.0826,0.0248,0.1488,0.0083,0.0083,0.0331,0.0413,0.0496,0.0083,0.0248,0.1074,0.0826
www_nami-nami_ee.ela_456341,0.15,0.80,1.60,0.30,0.30,0.50,1.00,2.60,0.25,0.15,1.05,1.25,0.3000,0.0867,0.0200,0.0933,0.0067,0.0467,0.0067,0.0200,0.0333,0.0467,0.2133,0.0133,0.0067,0.0200,0.0067,0.6400,5.3800,15.0000,0.4333,0.0667,0.0000,0.0133,0.0067,0.0067,0.0067,0.1800,0.0133,0.1400,0.0067,0.0133,0.0800,3.6667,0.0133,0.0067,0.0200,0.0267,0.0267,0.1533,0.1533,0.0067,0.0067,0.0067,0.0133,0.0467,0.1733,0.1267,0.0267,0.0067,0.0200,0.0333,0.0400,0.0067,0.0267,0.0133,0.0067,0.0067,0.0267,0.0200,0.0067,0.0200,0.0067,0.0067,0.0067,0.1133,0.0467,0.0267,0.1267,0.0533,0.0133,0.0467,0.0800,0.0067,0.0067,0.0067,0.0800,0.0467
www_pealinn_ee.ela_132426,0.40,1.60,0.85,1.65,0.80,1.50,2.05,0.20,0.45,1.85,0.60,1.40,0.2903,0.0829,0.1060,0.1659,0.0046,0.0184,0.0230,0.0092,0.0184,0.0645,0.1244,0.0092,0.0046,0.0323,0.0323,0.7558,6.1244,13.5600,0.5115,0.1111,0.0092,0.0138,0.0046,0.0046,0.0046,0.1060,0.0184,0.0092,0.0046,0.0553,0.0461,2.0000,0.0138,0.0046,0.0046,0.0369,0.1106,0.0138,0.0829,0.0046,0.0046,0.0092,0.0276,0.1382,0.1705,0.0507,0.0138,0.0184,0.0369,0.0184,0.0230,0.0046,0.0276,0.0092,0.0046,0.0092,0.0461,0.0461,0.0138,0.0230,0.0046,0.0092,0.0046,0.0507,0.0184,0.0092,0.0968,0.1843,0.0046,0.0553,0.0461,0.0138,0.0046,0.0230,0.0230,0.0184
