file_id;noun;adj;propn;adv;intj;cconj;sconj;adp;det;num;punct;symbol;pron;abbr;TTR;avg_word_len;avr_sent_len;hapax_legomena;coref;see_pron;see_det;1st_pron;2nd_pron;3rd_pron;active_voice;passive_voice;1st_prs_verb;2nd_prs_verb;3rd_prs_verb;core_verb;verbtype_ratio;da_inf;gerund;supine;verb_particle;discourse;pres_tense;past_tense;ind_mood;cond_mood;imp_mood;quot_mood;neg_polarity;nom_case;gen_case;part_case;ill_case;ine_case;ela_case;alla_case;ade_case;abl_case;tra_case;ter_case;ess_case;abe_case;com_case;nsubj;nsubj_cop;modal;acl:relc;csubj;csubj_cop;obj;ccomp;xcomp;obl;nmod;appos;nummod;amod;advcl;voc;cop;conj;cc;yneemid;emoticons
arhiiv_koolielu_ee.ela_481254;0.275449101796407;0.0838323353293413;0;0.101796407185629;0;0.0479041916167665;0.0239520958083832;0.0179640718562874;0.0239520958083832;0;0.161676646706587;0;0.0538922155688623;0.00598802395209581;0.70059880239521;5.08982035928144;16.7;0.48502994011976;0.195652173913043;0.00598802395209581;0.0119760479041916;0.00598802395209581;0.00598802395209581;0.00598802395209581;0.143712574850299;0.0179640718562874;0.00598802395209581;0.00598802395209581;0.0598802395209581;0.0898203592814371;1.26666666666667;0.0419161676646707;0;0.0179640718562874;0.029940119760479;0;0.131736526946108;0.0119760479041916;0.101796407185629;0.0119760479041916;0;0;0.0419161676646707;0.179640718562874;0.0538922155688623;0.0598802395209581;0.0119760479041916;0.0538922155688623;0.0179640718562874;0;0.029940119760479;0.00598802395209581;0;0;0;0.00598802395209581;0.0179640718562874;0.0479041916167665;0.0359281437125748;0.0538922155688623;0;0;0;0.0359281437125748;0.0598802395209581;0.0179640718562874;0.0898203592814371;0.0479041916167665;0;0;0.0419161676646707;0.029940119760479;0;0.0359281437125748;0.0958083832335329;0.0479041916167665;0;0
www_hambaarst_ee.ela_475731;0.347457627118644;0.101694915254237;0.0338983050847458;0.0423728813559322;0;0.0254237288135593;0.0169491525423729;0.0338983050847458;0.0338983050847458;0;0.169491525423729;0;0.0508474576271187;0.00847457627118644;0.745762711864407;5.99152542372881;29.5;0.516949152542373;0.146341463414634;0;0.00847457627118644;0;0;0;0.135593220338983;0.0254237288135593;0;0;0.101694915254237;0.0423728813559322;1.625;0.00847457627118644;0.00847457627118644;0.00847457627118644;0.0423728813559322;0;0.135593220338983;0.0169491525423729;0.110169491525424;0;0;0;0;0.203389830508475;0.101694915254237;0.0677966101694915;0;0.0254237288135593;0.0423728813559322;0.0593220338983051;0.0338983050847458;0.0169491525423729;0.00847457627118644;0;0;0;0;0.0847457627118644;0.00847457627118644;0.0169491525423729;0.0423728813559322;0;0;0.076271186440678;0.0254237288135593;0;0.127118644067797;0.076271186440678;0.00847457627118644;0;0.0677966101694915;0.0338983050847458;0;0.00847457627118644;0.0338983050847458;0.0254237288135593;0;0
et_wikipedia_org.ela_191506;0.253333333333333;0.0666666666666667;0.22;0.04;0;0.0266666666666667;0;0.0333333333333333;0.02;0.04;0.113333333333333;0;0.0533333333333333;0.04;0.686666666666667;6.12;18.75;0.413333333333333;0.210526315789474;0;0.02;0;0;0.0333333333333333;0.0666666666666667;0.0466666666666667;0;0;0.06;0.0533333333333333;4;0.02;0;0.00666666666666667;0;0;0;0.106666666666667;0.106666666666667;0;0;0;0;0.186666666666667;0.16;0.00666666666666667;0.00666666666666667;0;0.00666666666666667;0.0466666666666667;0.12;0;0.04;0.0133333333333333;0.00666666666666667;0;0.02;0.0466666666666667;0.00666666666666667;0;0.0133333333333333;0;0;0.0466666666666667;0.0266666666666667;0.04;0.18;0.166666666666667;0.0133333333333333;0.04;0.06;0;0;0.00666666666666667;0.0466666666666667;0.0266666666666667;0;0
valitsus_ee.ela_480708;0.184313725490196;0.0392156862745098;0.0784313725490196;0.101960784313725;0;0.0509803921568627;0.0235294117647059;0.0274509803921569;0.0274509803921569;0.0156862745098039;0.125490196078431;0;0.125490196078431;0.00392156862745098;0.654901960784314;4.95686274509804;17;0.380392156862745;0.680851063829787;0.00392156862745098;0.00392156862745098;0.0549019607843137;0;0.00784313725490196;0.129411764705882;0.0196078431372549;0.0392156862745098;0;0.0509803921568627;0.0705882352941176;2;0.0352941176470588;0.00392156862745098;0.00784313725490196;0.0156862745098039;0;0.0862745098039216;0.0549019607843137;0.125490196078431;0;0;0;0.0235294117647059;0.125490196078431;0.149019607843137;0.0431372549019608;0.00392156862745098;0.0313725490196078;0.0117647058823529;0.0352941176470588;0.0196078431372549;0;0.0274509803921569;0;0;0;0.00392156862745098;0.0627450980392157;0.0156862745098039;0.0352941176470588;0.0274509803921569;0.00784313725490196;0;0.0431372549019608;0.0588235294117647;0.0313725490196078;0.117647058823529;0.0901960784313726;0.00392156862745098;0.00784313725490196;0.0196078431372549;0.0196078431372549;0;0.0196078431372549;0.0627450980392157;0.0509803921568627;0;0
et_wikipedia_org.ela_624820;0.357723577235772;0.138211382113821;0;0.0569105691056911;0;0.024390243902439;0.032520325203252;0.032520325203252;0.032520325203252;0;0.130081300813008;0;0.0487804878048781;0;0.715447154471545;6.69918699186992;17.57;0.365853658536585;0.136363636363636;0.024390243902439;0.00813008130081301;0;0;0;0.154471544715447;0.024390243902439;0;0;0.0894308943089431;0.0894308943089431;1.18181818181818;0.016260162601626;0;0.00813008130081301;0.0650406504065041;0;0.154471544715447;0.016260162601626;0.105691056910569;0;0;0;0.00813008130081301;0.16260162601626;0.146341463414634;0.105691056910569;0.00813008130081301;0.024390243902439;0.00813008130081301;0.016260162601626;0.040650406504065;0;0.032520325203252;0;0.016260162601626;0;0.00813008130081301;0.0487804878048781;0.040650406504065;0.032520325203252;0.00813008130081301;0;0;0.0487804878048781;0.024390243902439;0;0.121951219512195;0.0894308943089431;0;0;0.0569105691056911;0.024390243902439;0;0.040650406504065;0.040650406504065;0.024390243902439;0;0
www_mulje_ee.ela_177932;0.0909090909090909;0.0303030303030303;0.0363636363636364;0.124242424242424;0.0151515151515152;0.0575757575757576;0.0181818181818182;0.00606060606060606;0.00303030303030303;0.00909090909090909;0.254545454545454;0;0.154545454545455;0.0121212121212121;0.518181818181818;3.73939393939394;15;0.306060606060606;1.7;0.00909090909090909;0;0.0848484848484848;0.0181818181818182;0.0242424242424242;0.175757575757576;0;0.0575757575757576;0.0272727272727273;0.0666666666666667;0.0636363636363636;6;0.0121212121212121;0.00303030303030303;0.0121212121212121;0;0.0151515151515152;0.0636363636363636;0.1;0.145454545454545;0;0.0181818181818182;0;0.0121212121212121;0.154545454545455;0.0181818181818182;0.0484848484848485;0.0151515151515152;0.0121212121212121;0.0181818181818182;0.0181818181818182;0.0121212121212121;0;0.00606060606060606;0;0;0;0.00909090909090909;0.096969696969697;0.0212121212121212;0.0181818181818182;0.00303030303030303;0;0;0.0484848484848485;0.0666666666666667;0.0212121212121212;0.0696969696969697;0.0151515151515152;0.00303030303030303;0.00303030303030303;0.00909090909090909;0.0121212121212121;0.00303030303030303;0.0212121212121212;0.0696969696969697;0.0575757575757576;0;0
uudised_err_ee.ela_541051;0.25;0.102941176470588;0.0686274509803922;0.0833333333333333;0;0.0147058823529412;0.0196078431372549;0.0343137254901961;0.0245098039215686;0.0147058823529412;0.17156862745098;0;0.0490196078431373;0.00490196078431373;0.691176470588235;5.45098039215686;20.4;0.397058823529412;0.196078431372549;0.0147058823529412;0.00980392156862745;0.00490196078431373;0;0.0147058823529412;0.122549019607843;0.0147058823529412;0.00490196078431373;0;0.0784313725490196;0.0686274509803922;1.75;0.0245098039215686;0;0.00490196078431373;0.0294117647058823;0;0.053921568627451;0.0784313725490196;0.0980392156862745;0.00490196078431373;0;0;0.0147058823529412;0.186274509803922;0.102941176470588;0.0735294117647059;0.00980392156862745;0.0441176470588235;0.0147058823529412;0.00490196078431373;0.0343137254901961;0;0.00490196078431373;0;0;0;0.00980392156862745;0.053921568627451;0.0294117647058823;0.0490196078431373;0.00980392156862745;0;0;0.0392156862745098;0.0147058823529412;0;0.147058823529412;0.053921568627451;0.0147058823529412;0.0147058823529412;0.0833333333333333;0.0147058823529412;0;0.0245098039215686;0.0245098039215686;0.0147058823529412;0;0
valitsus_ee.ela_604239;0.347826086956522;0.114624505928854;0.138339920948617;0.0513833992094862;0;0.0671936758893281;0.00790513833992095;0.0197628458498024;0.00790513833992095;0;0.114624505928854;0;0.0158102766798419;0.0592885375494071;0.66798418972332;7.55731225296443;19.46;0.426877470355731;0.0454545454545455;0;0;0;0;0;0.0988142292490119;0.0237154150197628;0;0;0.0632411067193676;0.0355731225296443;1.11764705882353;0.0197628458498024;0;0.00395256916996047;0.0434782608695652;0;0.0909090909090909;0.0276679841897233;0.0711462450592885;0.00395256916996047;0;0;0;0.142292490118577;0.276679841897233;0.0790513833992095;0;0.0553359683794466;0.00395256916996047;0.00790513833992095;0.00395256916996047;0;0.0276679841897233;0;0;0;0.0118577075098814;0.0434782608695652;0.0118577075098814;0.00790513833992095;0.00790513833992095;0;0.00395256916996047;0.0711462450592885;0.0711462450592885;0;0.0711462450592885;0.237154150197628;0;0;0.0671936758893281;0.00790513833992095;0;0.0158102766798419;0.0869565217391304;0.0671936758893281;0;0
www_snap_ee.ela_623342;0.31578947368421;0.105263157894737;0.0789473684210526;0.105263157894737;0;0.0394736842105263;0.0263157894736842;0.0131578947368421;0.0131578947368421;0.0657894736842105;0.118421052631579;0;0.0263157894736842;0.0789473684210526;0.736842105263158;5.26973684210526;19;0.572368421052632;0.0833333333333333;0.0131578947368421;0;0;0;0;0.0789473684210526;0.00657894736842105;0;0;0.0657894736842105;0.0526315789473684;1.42857142857143;0.0263157894736842;0;0;0.0197368421052632;0;0.0723684210526316;0.0131578947368421;0.0657894736842105;0;0;0;0;0.177631578947368;0.0855263157894737;0.0657894736842105;0.00657894736842105;0.0328947368421053;0.00657894736842105;0;0.0328947368421053;0.00657894736842105;0.0263157894736842;0;0.00657894736842105;0;0.0328947368421053;0.0197368421052632;0.0328947368421053;0.0131578947368421;0.00657894736842105;0;0;0.0460526315789474;0.0460526315789474;0.0131578947368421;0.0460526315789474;0.118421052631579;0.00657894736842105;0.0592105263157895;0.0723684210526316;0.0197368421052632;0;0.0263157894736842;0.0789473684210526;0.0394736842105263;0.0131578947368421;0
unitedkiters_ee.ela_78733;0.255639097744361;0.112781954887218;0.0075187969924812;0.150375939849624;0;0.075187969924812;0.0150375939849624;0.0225563909774436;0.0225563909774436;0.037593984962406;0.0977443609022556;0;0.037593984962406;0.0075187969924812;0.766917293233083;4.90225563909775;12.09;0.609022556390977;0.147058823529412;0;0;0;0;0;0.12781954887218;0.0075187969924812;0;0;0.0977443609022556;0.0827067669172932;3;0.0075187969924812;0.0075187969924812;0.0150375939849624;0.0075187969924812;0;0.037593984962406;0.0827067669172932;0.112781954887218;0;0;0;0.0150375939849624;0.233082706766917;0.0676691729323308;0.0601503759398496;0.0150375939849624;0.0225563909774436;0.0225563909774436;0;0.0075187969924812;0;0;0;0;0;0.037593984962406;0.0300751879699248;0.0451127819548872;0.037593984962406;0;0;0.0075187969924812;0.0225563909774436;0.0827067669172932;0.0075187969924812;0.0526315789473684;0.0827067669172932;0;0.037593984962406;0.0601503759398496;0.0075187969924812;0;0.0451127819548872;0.0902255639097744;0.075187969924812;0;0
toompark_pri_ee.ela_458650;0.137254901960784;0.0490196078431373;0.0980392156862745;0.176470588235294;0;0.0294117647058823;0.00980392156862745;0.0196078431372549;0.0196078431372549;0;0.137254901960784;0;0.0980392156862745;0;0.764705882352941;5.02941176470588;12.75;0.617647058823529;0.714285714285714;0.0392156862745098;0;0.00980392156862745;0;0.0196078431372549;0.196078431372549;0;0.0196078431372549;0;0.0882352941176471;0.147058823529412;1.3;0.0294117647058823;0;0.00980392156862745;0.0588235294117647;0;0.127450980392157;0.0588235294117647;0.127450980392157;0;0;0;0.0196078431372549;0.176470588235294;0.0784313725490196;0.0392156862745098;0.00980392156862745;0.00980392156862745;0.0196078431372549;0;0.0196078431372549;0;0.0294117647058823;0;0;0.00980392156862745;0.0196078431372549;0.0686274509803922;0.00980392156862745;0.0882352941176471;0;0.00980392156862745;0;0.0588235294117647;0.0294117647058823;0.0196078431372549;0.0784313725490196;0.0392156862745098;0.00980392156862745;0;0.0294117647058823;0.00980392156862745;0;0.0196078431372549;0.0686274509803922;0.0294117647058823;0;0
bhr_balanss_ee.ela_565106;0.244565217391304;0.0923913043478261;0.0652173913043478;0.114130434782609;0;0.0326086956521739;0.0380434782608696;0.0108695652173913;0.0217391304347826;0;0.135869565217391;0;0.0706521739130435;0;0.71195652173913;5.89673913043478;23;0.576086956521739;0.288888888888889;0.0271739130434783;0;0.00543478260869565;0;0;0.157608695652174;0.0108695652173913;0.0108695652173913;0;0.108695652173913;0.0489130434782609;2.5;0.016304347826087;0.00543478260869565;0.00543478260869565;0.0271739130434783;0;0.0706521739130435;0.0923913043478261;0.125;0.0108695652173913;0;0;0.0108695652173913;0.168478260869565;0.146739130434783;0.016304347826087;0.0108695652173913;0.0271739130434783;0.0108695652173913;0.0217391304347826;0.016304347826087;0;0.0217391304347826;0;0.0108695652173913;0;0.016304347826087;0.0815217391304348;0.0217391304347826;0.0217391304347826;0.0108695652173913;0.00543478260869565;0;0.0489130434782609;0.0489130434782609;0.016304347826087;0.108695652173913;0.0815217391304348;0.00543478260869565;0;0.0597826086956522;0.016304347826087;0;0.0217391304347826;0.0489130434782609;0.0326086956521739;0;0
rahvahaal_delfi_ee.ela_388979;0.222222222222222;0.0945626477541371;0.016548463356974;0.0921985815602837;0;0.0283687943262411;0.033096926713948;0.0141843971631206;0.0189125295508274;0.0189125295508274;0.170212765957447;0;0.0969267139479905;0;0.67612293144208;5.23404255319149;12.82;0.41371158392435;0.436170212765957;0.016548463356974;0.00236406619385343;0.0189125295508274;0.00709219858156028;0.016548463356974;0.148936170212766;0.00945626477541371;0.0141843971631206;0.0236406619385343;0.0638297872340425;0.0780141843971631;1.64516129032258;0.0307328605200946;0.00472813238770686;0.00472813238770686;0.033096926713948;0;0.08274231678487;0.0709219858156028;0.106382978723404;0.00709219858156028;0.00709219858156028;0;0.016548463356974;0.170212765957447;0.106382978723404;0.0591016548463357;0.0118203309692671;0.00945626477541371;0.0236406619385343;0.0141843971631206;0.033096926713948;0.00236406619385343;0.016548463356974;0.00472813238770686;0.00236406619385343;0.00236406619385343;0.0141843971631206;0.0425531914893617;0.0212765957446808;0.0378250591016548;0.016548463356974;0;0.00709219858156028;0.0591016548463357;0.0354609929078014;0.0283687943262411;0.0898345153664303;0.0709219858156028;0;0.00709219858156028;0.0472813238770686;0.0307328605200946;0;0.0283687943262411;0.0260047281323877;0.0283687943262411;0;0
www_admiralmarkets_ee.ela_456804;0.237037037037037;0.103703703703704;0.0592592592592593;0.155555555555556;0;0.0222222222222222;0.0296296296296296;0.0222222222222222;0.00740740740740741;0.0148148148148148;0.103703703703704;0.0148148148148148;0.0518518518518519;0.00740740740740741;0.77037037037037;5.71851851851852;19.29;0.607407407407407;0.21875;0.0148148148148148;0;0;0;0.00740740740740741;0.118518518518519;0.00740740740740741;0;0;0.0888888888888889;0.0740740740740741;1.875;0.037037037037037;0.00740740740740741;0;0.0148148148148148;0;0.0888888888888889;0.037037037037037;0.111111111111111;0;0;0;0.0222222222222222;0.133333333333333;0.177777777777778;0.0518518518518519;0;0.037037037037037;0.0222222222222222;0.00740740740740741;0.0148148148148148;0;0.00740740740740741;0;0;0;0;0.0518518518518519;0.0296296296296296;0.037037037037037;0.00740740740740741;0;0.00740740740740741;0.0518518518518519;0.037037037037037;0.0222222222222222;0.0740740740740741;0.111111111111111;0.00740740740740741;0.0148148148148148;0.0666666666666667;0.0296296296296296;0;0.0296296296296296;0.0296296296296296;0.0222222222222222;0;0
www_advent_ee.ela_658698;0.226537216828479;0.0517799352750809;0.0323624595469256;0.0938511326860841;0;0.0485436893203883;0.0194174757281553;0.0420711974110032;0.029126213592233;0.00647249190938511;0.15210355987055;0;0.0906148867313916;0;0.702265372168285;4.70550161812298;16.26;0.446601941747573;0.4;0.00970873786407767;0.0129449838187702;0.0323624595469256;0.00647249190938511;0.0161812297734628;0.181229773462783;0.00647249190938511;0.0679611650485437;0.00323624595469256;0.0647249190938511;0.100323624595469;2.36842105263158;0.0129449838187702;0.00647249190938511;0.0161812297734628;0.0258899676375405;0;0.0550161812297735;0.116504854368932;0.135922330097087;0.00647249190938511;0.00323624595469256;0;0.00970873786407767;0.0970873786407767;0.132686084142395;0.0776699029126214;0.00647249190938511;0.0258899676375405;0.0129449838187702;0.058252427184466;0.0129449838187702;0.00323624595469256;0.00647249190938511;0;0;0;0.00323624595469256;0.0420711974110032;0.0194174757281553;0.029126213592233;0.00970873786407767;0.00323624595469256;0.00323624595469256;0.058252427184466;0.0614886731391586;0.0129449838187702;0.12621359223301;0.0711974110032362;0;0.00647249190938511;0.0355987055016181;0.029126213592233;0;0.0226537216828479;0.0711974110032362;0.0485436893203883;0;0
www_meiekirik_ee.ela_286284;0.263157894736842;0.0921052631578947;0.0526315789473684;0.0460526315789474;0;0.0328947368421053;0.0328947368421053;0.0131578947368421;0.00657894736842105;0.00657894736842105;0.171052631578947;0;0.0657894736842105;0.00657894736842105;0.638157894736842;6.09868421052632;19;0.421052631578947;0.25;0.00657894736842105;0.00657894736842105;0;0;0.00657894736842105;0.190789473684211;0.0197368421052632;0;0;0.111842105263158;0.0657894736842105;1.3125;0.0197368421052632;0.0131578947368421;0.0328947368421053;0.0394736842105263;0;0.138157894736842;0.0394736842105263;0.125;0.0131578947368421;0;0;0.00657894736842105;0.157894736842105;0.131578947368421;0.0855263157894737;0.0328947368421053;0.0263157894736842;0.00657894736842105;0.0131578947368421;0.00657894736842105;0.00657894736842105;0.0197368421052632;0;0;0;0.0131578947368421;0.0986842105263158;0.00657894736842105;0.0526315789473684;0.0197368421052632;0;0;0.0657894736842105;0.0657894736842105;0.00657894736842105;0.0986842105263158;0.0789473684210526;0.0131578947368421;0.00657894736842105;0.0526315789473684;0.0197368421052632;0;0.00657894736842105;0.0460526315789474;0.0328947368421053;0;0
www_horisont_ee.ela_455809;0.25668449197861;0.0695187165775401;0.106951871657754;0.0909090909090909;0;0.0374331550802139;0.0320855614973262;0.0213903743315508;0.0374331550802139;0.0320855614973262;0.101604278074866;0;0.053475935828877;0;0.770053475935829;5.92513368983957;23.38;0.497326203208556;0.208333333333333;0.0106951871657754;0.0106951871657754;0.0106951871657754;0;0.0106951871657754;0.13903743315508;0.0160427807486631;0;0;0.106951871657754;0.0641711229946524;1.90909090909091;0.0160427807486631;0;0.0160427807486631;0.0267379679144385;0;0.0374331550802139;0.101604278074866;0.112299465240642;0;0;0;0.0053475935828877;0.13903743315508;0.192513368983957;0.0481283422459893;0.0320855614973262;0.0106951871657754;0.0213903743315508;0.0267379679144385;0.0267379679144385;0;0.0374331550802139;0;0;0;0.0053475935828877;0.0695187165775401;0.0106951871657754;0.0374331550802139;0.0106951871657754;0.0053475935828877;0;0.0267379679144385;0.0427807486631016;0.0213903743315508;0.122994652406417;0.144385026737968;0;0.0160427807486631;0.0427807486631016;0.0213903743315508;0;0.0106951871657754;0.0427807486631016;0.0374331550802139;0;0
