tekst,dimensioon,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10
www_auto24_ee.ela_469677.txt,abs,0.5,0,1,0.5,2,0,1,1,0.5,0.5
,info,2,1,0.5,0.5,0.5,0,0.5,0,0,3
,aeg,0,0,0,0.5,0,0,2,0,0,2
,afek,2,2,2,3,3,2,1,2,3,3
,form,1,1,0.5,0.5,1,0,0,0,0,0
,inter,2,0,1,3,0,0,2,0,1,0
,spont,3,2,3,3,3,1,2,2,2,2
,imp,1,0,1,0,0,1,1,0.5,0.5,1
,arg,0.5,1,1,3,3,0.5,0.5,2,2,0
,inst,0,0,0.5,0,2,0.5,1,0,1,1
,keer,1,0,2,2,1,0,0,0,1,0
,subj,3,3,3,3,3,3,3,2,3,3
www_tuuleenergia_ee.ela_40373.txt,abs,1,0,0,0,0.5,1,0,0,2,2
,info,2,0.5,2,2,0.5,1,2,1,0,1
,aeg,1,0,0,0,0,1,0.5,0,0,0.5
,afek,0,1,2,1,3,0.5,0.5,0,1,1
,form,0,1,0,0,1,1,0,0,2,0
,inter,1,2,0,0,0,0,0.5,0,1,0
,spont,0.5,1,1,1,1,0,0,0,1,1
,imp,1,0,0,3,3,1,0,0.5,1,1
,arg,3,2,2,2,3,2,3,2,2,2
,inst,0,1,2,1,0.5,2,2,0,3,2
,keer,0,1,0.5,0.5,0,0,2,0,1,1
,subj,1,1,1,1,1,1,1,1,3,3
www_bsd_ee.ela_638246.txt,abs,2,3,0,0,0,2,0,0,0,3
,info,3,2,3,2,3,0.5,3,2,2,1
,aeg,0,0,2,2,2,1,0.5,0.5,0.5,1
,afek,0,1,0,2,0,0,0,0,0.5,1
,form,1,1,1,1,1,1,3,1,2,1
,inter,1,1,0,0,1,0.5,1,1,1,0.5
,spont,0,0,1,0,0.5,1,0,0,0,1
,imp,3,3,3,2,2,1,2,1,1,1
,arg,1,0.5,0,0.5,0.5,0.5,0.5,0,1,0
,inst,0,0,0,0.5,2,2,0,0,2,0
,keer,3,3,2,3,1,2,3,1,2,3
,subj,0,1,0,1,0,1,1,0.5,1,1
www_le_ee.ela_240831.txt,abs,0.5,0.5,0,0,0,0.5,0,0,0,1
,info,2,2,3,2,2,2,1,0.5,0.5,3
,aeg,3,3,3,3,3,3,2,2,2,3
,afek,0,0.5,1,0,1,0.5,0,0,2,0
,form,2,2,2,2,1,1,1,2,3,0
,inter,0,0.5,0,1,0,1,0,0,1,0
,spont,0,0,0,0,0,0,0,0,0,0
,imp,0,1,1,1,0.5,0,2,2,2,3
,arg,1,0,0.5,0,0,1,0.5,0.5,0,2
,inst,0,0,0,2,0.5,1,0,1,1,0
,keer,1,1,0.5,1,0,0,1,0,0.5,0
,subj,0,0,0,0,0,1,0,0,0,2
www_xn--eestimngula-q8a_ee.ela_40079.txt,abs,0.5,0,0,0,0.5,2,0,1,0,0
,info,1,3,3,2,3,2,2,0.5,0,2
,aeg,0.5,0,0,0.5,0,0.5,1,0.5,0,0.5
,afek,1,1,1,1,1,0,0,0,1,0
,form,0,1,0,0,0,1,1,1,0.5,1
,inter,1,1,1,1,1,1,1,0,0,0
,spont,1,1,1,1,1,1,1,1,1,1
,imp,3,3,1,1,2,2,0,0,1,3
,arg,1,0,0.5,0,0.5,2,0.5,0,0.5,0
,inst,3,3,3,3,3,3,2,0.5,3,3
,keer,0,0,0,1,1,0,0,0,0.5,0
,subj,0.5,0,0,0.5,0,1,0.5,0.5,0.5,0.5
www_vorumaateataja_ee.ela_241120.txt,abs,0,0,0,0,1,0.5,1,0,0,1
,info,0.5,1,1,1,0,0.5,0.5,2,0,0.5
,aeg,1,3,2,3,2,2,3,2,1,2
,afek,0.5,0,0,1,0,2,2,2,3,2
,form,0,1,0,0,0,0,0,0.5,0,0
,inter,2,3,1,1,1,1,3,0,3,2
,spont,0.5,1,0,1,1,1,0.5,0,0.5,0
,imp,2,0,0,2,1,0,0,2,0,2
,arg,0.5,0.5,0,0.5,1,1,1,0,1,1
,inst,1,1,1,1,1,2,0,0,0.5,0
,keer,0,1,0,0,0,0,0,0,0.5,1
,subj,2,1,1,2,1,1,1,0.5,1,1
www_mesindus_ee.ela_33384.txt,abs,0,1,0,0,0,0,0,0,0,0
,info,0.5,0,1,1,2,0.5,0.5,1,0.5,3
,aeg,1,1,1,1,1,0.5,1,3,0.5,3
,afek,0,0,1,1,0,0,0,1,0.5,1
,form,0,0.5,0,0,1,0,0,0,0,0
,inter,0,0,0,0,0,0,0.5,0,1,0
,spont,0,1,0.5,0,0,1,1,0,0,0
,imp,0,0,0,2,0,1,0,0,2,1
,arg,1,0,1,0.5,2,2,3,0,0,2
,inst,2,3,3,3,3,2,2,2,2,3
,keer,1,0,2,0.5,0,1,1,0,1,1
,subj,2,1,1,1,1,0.5,0.5,0.5,1,1
www_horsemarket_ee.ela_436247.txt,abs,0,0,0,0,1,1,0,0,0,0
,info,2,2,3,2,3,2,2,3,2,1
,aeg,3,3,3,2,3,2,3,1,2,1
,afek,0.5,0.5,1,1,1,2,0,2,2,1
,form,0,2,0,0,0,0,1,0,0,1
,inter,1,0.5,1,0.5,0.5,0,1,0,0.5,0
,spont,1,0,0,0,2,0.5,0.5,0,0.5,0.5
,imp,1,0.5,1,0,0.5,0,0,0.5,0,0.5
,arg,2,0,0.5,0,0,2,0.5,0.5,0.5,0
,inst,0.5,1,1,1,1,1,0,0,1,0
,keer,0,1,0.5,2,1,0,0.5,0,0.5,0
,subj,0.5,0,0,0,0,1,1,2,2,1
www_eestisport_ee.ela_196071.txt,abs,0,1,0,0,0,2,0,0,0,1
,info,2,2,3,3,0.5,2,0.5,0.5,2,3
,aeg,3,2,3,3,3,0,3,1,0,0.5
,afek,0,0,0,0,0,1,0,0,0,0
,form,0.5,0.5,0,1,2,1,1,1,0.5,1
,inter,0,0,0,0,0,0,0,0,1,0
,spont,0,0,0,0,0,0,0,0,0,0
,imp,3,2,3,2,2,3,0.5,3,2,2
,arg,0,0.5,0.5,0.5,1,0.5,0,0,1,0
,inst,1,1,1,0.5,1,0.5,0,0,0.5,0
,keer,0,1,0.5,1,1,1,0.5,0,0.5,1
,subj,0,0,0.5,0,0,0.5,0,0,0,0
forte_delfi_ee.ela_88079.txt,abs,0,0,0,0,0,0.5,0,1,0,0
,info,2,2,2,2,3,0.5,2,2,0.5,1
,aeg,0,0,0,0.5,0,1,1,0,0,2
,afek,0.5,0,1,1,0.5,1,0.5,0.5,1,1
,form,0,0,0,0,0,0,2,0,1,0
,inter,0,0.5,0,0,0,1,1,0,0,0
,spont,1,0,1,0,0,0.5,0.5,1,2,1
,imp,1,1,1,2,2,2,1,2,2,2
,arg,2,0,1,1,3,2,2,2,0.5,2
,inst,3,3,3,2,3,2,3,1,1,2
,keer,0,0,2,0,0,0,1,0.5,1,1
,subj,1,1,2,1,1,0,2,0,1,2
www_vm_ee.ela_81604.txt,abs,0,0,0,0,0,0.5,0,1,0,0.5
,info,3,3,3,2,1,0.5,0.5,1,2,0.5
,aeg,1,0,0,0,2,1,0.5,1,0.5,1
,afek,0,0,0,1,0,0,0,0,3,1
,form,3,0.5,2,0,0.5,1,2,2,3,0
,inter,0,0,0,0,0,1,3,0,0.5,0
,spont,0,0,0,0,1,0,0,0,0,1
,imp,3,3,1,3,0.5,0.5,1,3,3,1
,arg,0.5,0.5,0.5,0.5,0.5,3,2,2,3,3
,inst,3,3,3,3,3,3,3,2,3,2
,keer,0,1,0,0.5,0,0,1,0,0.5,0
,subj,0,0,0,0,0,0,0.5,0,0.5,0.5
et_wikipedia_org.ela_191506.txt,abs,0.5,0,0,0.5,0.5,2,0,0,0,2
,info,3,3,3,3,3,2,2,3,0.5,2
,aeg,3,3,3,3,3,3,2,3,2,3
,afek,0,0,0,0,0,0,0,0,0,0.5
,form,2,2,2,1,2,2,0,0.5,2,3
,inter,0,0,1,0,0,0,0,0,0,0
,spont,0,0,0,0,0.5,0,0,0,0,0
,imp,1,1,0,2,0.5,3,0.5,0.5,0,2
,arg,0,0,1,0,0,2,1,0,1,0
,inst,1,1,1,1,1,0,0,0,1,0
,keer,1,3,1,2,1,0,1,1,2,0
,subj,0,0,0,0,0,0,0,0,1,0
www_hambaarst_ee.ela_475731.txt,abs,3,3,0,0,0,2,0,0.5,0,0.5
,info,0.5,0.5,3,2,3,2,2,0.5,0,1
,aeg,0,0,0,0,0.5,0,0,0,0,2
,afek,0,0,0,0,0,0,0,0,0.5,0.5
,form,0,2,1,0,3,1,2,0.5,2,1
,inter,0,0,0,0,0,0,0.5,0,0.5,0
,spont,1,0,0,0,0,0,0,0,1,1
,imp,3,2,3,1,3,3,1,0,0.5,3
,arg,1,1,0,1,1,0.5,1,0,0,0.5
,inst,0,0,0,0.5,1,2,1,0,1,0
,keer,2,2,3,2,2,2,1,2,0.5,1
,subj,0,0,0.5,0,0,0,0.5,0,0,0
arhiiv_koolielu_ee.ela_481254.txt,abs,2,1,0,2,2,0.5,1,2,1,2
,info,1,1,1,1,1,0.5,0.5,2,0,3
,aeg,1,1,1,1,1,1,0,0,0,0.5
,afek,1,0.5,1,1,1,1,0,0,1,2
,form,0,1,0,0,1,0.5,1,2,0.5,1
,inter,1,0,0.5,1,0,1,0,0,1,0
,spont,0,0,1,0,0,1,1,0,1,0.5
,imp,1,1,3,1,2,0,3,2,2,3
,arg,2,2,2,2,2,2,0.5,2,1,0
,inst,1,1,1,2,0,1,1,0.5,1,0.5
,keer,0.5,0.5,1,0.5,0.5,0,0,0,2,0
,subj,1,1,2,1,1,1,2,0,2,2
mesindus_ee.ela_210638.txt,abs,0,0,0,0,0,0.5,0,2,0,1
,info,0.5,2,0.5,0,0.5,0.5,0.5,0.5,0.5,1
,aeg,1,0.5,0.5,0.5,2,0.5,2,0,0,2
,afek,2,1,2,2,2,2,1,2,1,1
,form,1,1,1,0.5,0.5,0,0,0,0,0
,inter,2,1,1,1,0,0,1,0,2,0
,spont,1,1,3,2,2,2,2,2,2,2
,imp,0,0,0,0,0.5,0,0,0.5,1,0.5
,arg,1,0,1,0,0,1,0,0,2,0
,inst,0,1,1,0.5,1,1,0,0,0.5,0
,keer,0.5,0.5,0.5,1,1,0,0,0,0,0
,subj,2,2,3,2,2,2,1,2,2,1
www_emta_ee.ela_522725.txt,abs,3,2,0,0,2,2,0,0.5,0,3
,info,2,3,3,2,0,2,2,2,2,3
,aeg,0,0.5,0,0.5,0,2,0.5,1,0,0.5
,afek,0,0,0.5,0,0,0,0,0,0,0
,form,3,3,3,3,3,2,2,3,3,3
,inter,0,0.5,0,0,0,0,0,0,0.5,0
,spont,3,0,0,0,0,0,0,0,0.5,0
,imp,3,3,3,0.5,0.5,3,2,2,3,3
,arg,0.5,0,0,0,1,3,0.5,0,1,0
,inst,1,3,3,2,3,0.5,1,0,3,0.5
,keer,2,2,2,3,3,1,3,2,3,3
,subj,0.5,0.5,1,0.5,0.5,0,0.5,0,0,0.5
www_alphagis_ee.ela_403490.txt,abs,3,0,1,0,0,3,0,0,0.5,0.5
,info,3,3,3,0.5,3,2,3,3,2,3
,aeg,1,0,0.5,0,0,0,0,0,0,0.5
,afek,0,0,0,0,0,0,0,0,0.5,0
,form,1,2,2,0,2,2,3,3,0,1
,inter,1,1,1,0.5,1,0,2,0,0.5,0
,spont,0,0,0,0,0,1,0.5,0.5,1,0.5
,imp,1,3,3,1,1,3,3,0.5,3,3
,arg,1,1,0,1,3,2,0,0,3,2
,inst,0,0,1,2,3,1,1,0.5,1,1
,keer,3,3,3,3,3,2,3,2,2,3
,subj,0,0,1,0,0,0,0,0,0.5,0
www_meiekirik_ee.ela_286284.txt,abs,2,1,1,2,1,1,0,1,2,2
,info,0,1,1,1,0.5,0.5,1,1,0.5,1
,aeg,0,0,0,0,0,0,0,0,0,2
,afek,0,0,1,0,0,1,2,1,0.5,1
,form,0.5,0.5,0.5,0.5,0,0,0,2,0,1
,inter,2,2,1,1,1,1,0.5,0,2,1
,spont,0,0,0,0,0.5,1,0,0,0,0
,imp,1,0.5,0,2,0.5,0.5,1,0,0.5,1
,arg,1,0.5,2,1,1,1,1,2,2,0
,inst,0,1,0,0.5,1,3,1,0,1,0
,keer,1,1,1,1,1,0,0.5,0,2,0
,subj,0,1,0,0,0,3,1,0,0,0
www_soudeliit_ee.ela_547578.txt,abs,0,0,0,0,0,0,0,0,0,0.5
,info,0,0,2,2,0,0.5,1,0,1,2
,aeg,3,3,1,2,2,2,1,2,0,2
,afek,0,0,0,0,0,0,0,0,0.5,0
,form,0.5,0.5,0.5,0,0.5,2,1,2,1,0
,inter,0,0,0,0,0,0,0,0,1,0
,spont,1,1,1,1,1,0,0,0,0,1
,imp,3,2,2,1,3,1,2,2,0,0.5
,arg,0.5,0,0,0.5,0.5,0.5,0,0,0,0
,inst,0,0,0,0,1,0,0.5,0,0,0
,keer,0,0,0,0.5,0,0,0,0,0.5,1
,subj,0.5,0,0,0,0,1,1,1,1,0.5
bhr_balanss_ee.ela_565106.txt,abs,2,1,1,2,0.5,0,1,1,1,2
,info,1,0,3,0.5,0.5,2,0,1,0,0.5
,aeg,0,0.5,1,0.5,0.5,0.5,0,0.5,0,0.5
,afek,0,1,2,1,1,0.5,0.5,0.5,0.5,1
,form,1,1,1,1,1,0,2,0,0,0
,inter,0,2,0,0,0,0,0,0,0,0
,spont,0,0,0,0,0.5,1,1,0,2,1
,imp,1,0,0,0.5,2,1,0.5,0.5,1,1
,arg,1,0,2,2,2,1,2,0,3,1
,inst,0,1,0,0,0,1,0,0,0.5,0
,keer,0,1,0,2,0,0,0,0,2,0.5
,subj,2,0,0,0,1,2,1,0.5,3,0
www_sirp_ee.ela_651305.txt,abs,0.5,0.5,0.5,0,0.5,0,1,0.5,0,1
,info,1,2,3,2,2,0.5,0.5,2,0,3
,aeg,1,0,2,1,2,2,0,0,0,2
,afek,0,1,0,0,1,1,1,0.5,1,1
,form,1,1,1,1,1,1,1,1,0,0
,inter,0.5,0.5,1,0,0,0,0.5,0,0.5,0
,spont,0,0,0,0,0,1,0,0,0,0
,imp,1,0,2,1,1,0,2,2,1,2
,arg,3,0,0,0,0,0.5,0.5,1,1,1
,inst,1,1,1,1,1,0,0,0,2,0
,keer,0,1,0,1,0,0,0,0,1,0
,subj,0,0,0,0.5,0,0,0,2,1,0
www_helen_ee.ela_520035.txt,abs,0.5,0,0,0.5,0,0,0,2,0,0
,info,1,3,3,3,2,2,2,0.5,1,1
,aeg,0,0,0,1,0,0.5,0,0,0,0.5
,afek,1,1,1,3,1,0,0.5,0,2,0
,form,0,1,0,0,0,0,1,0.5,0,0
,inter,1,1,1,3,1,0,2,0,0.5,0
,spont,0,0,1,1,2,1,0.5,1,1,1
,imp,1,1,2,3,3,1,2,2,1,3
,arg,0.5,0,0.5,0.5,1,2,1,1,1,0.5
,inst,3,3,3,3,3,3,3,1,1,2
,keer,0,0,0,0,0,0,0,0,1,0
,subj,1,0,1,2,1,1,0,0,2,1
www_europarl_ee.ela_36110.txt,abs,2,2,0,0,2,2,0,0,0,2
,info,0.5,0,1,0.5,0.5,0.5,0.5,3,0,1
,aeg,1,1,1,2,1,1,0.5,2,0,1
,afek,1,0.5,0.5,0,0,1,0,1,1,2
,form,3,3,2,3,2,0,0.5,2,2,1
,inter,2,0.5,0,0,0,0,1,0,1,0
,spont,0,0,0,0,0,1,0,0,0,0.5
,imp,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5
,arg,1,1,0.5,0.5,2,0.5,2,0,0.5,0.5
,inst,1,1,1,1,1,1,0,0,1,0
,keer,2,1,2,1,1,0.5,0.5,0,0.5,2
,subj,0,1,0,0,0,1,0,0,1,0
nami-nami_ee.ela_372868.txt,abs,1,0,0,0,0,0.5,0,0,0,0.5
,info,2,2,3,3,2,2,2,1,0,3
,aeg,0,3,3,3,3,3,2,0.5,0,3
,afek,0,0,0,0,0,0,0,0,0,0
,form,1,0.5,1,1,0.5,0,0.5,0,1,0
,inter,0,0,0,1,0,1,2,0,2,0
,spont,0,0,1,0,1,0.5,0,0,1,0
,imp,3,1,1,0,3,1,2,0,1,3
,arg,0,0,0,0,1,0.5,0.5,0,0.5,0
,inst,3,3,3,3,3,3,3,2,3,3
,keer,0.5,0,0.5,0,0,0.5,1,0.5,0.5,1
,subj,0,0,0,0,0,1,0,0,2,0
video_usk_ee.ela_152445.txt,abs,1,0.5,1,3,1,0,2,0,1,2
,info,0.5,0,0.5,0.5,2,0.5,0,1,0,0.5
,aeg,1,0,0,0.5,0,0.5,1,0,0,1
,afek,1,0,1,1,0,0,2,1,1,1
,form,0,0,0,0,0,0,0,0,1,0
,inter,0.5,0.5,0.5,0,0,0,1,0,1,0
,spont,0,0,0,0.5,0.5,1,0,0,0,1
,imp,1,1,1,1,1,0,2,2,2,2
,arg,3,3,1,2,3,0.5,3,2,2,2
,inst,0,0,0,0,0,0.5,0,0,1,0
,keer,0,0,0,0,0,0,0,0,2,0
,subj,3,2,3,2,3,2,2,2,2,2
blog_maaleht_ee.ela_73268.txt,abs,0.5,0,0,0.5,2,0,0.5,1,0,0.5
,info,0,0,1,2,2,2,1,3,0,2
,aeg,1,2,0,2,2,2,3,0,0,3
,afek,0.5,0.5,0.5,1,1,2,2,2,2,0
,form,0,0,0,0,0,0,0.5,0,0,0
,inter,1,0.5,1,0.5,0.5,0,1,0,1,0
,spont,0.5,0.5,1,0.5,1,1,1,0,1,1
,imp,1,0,0,2,0.5,0,0,0,0,0
,arg,0,0,0,0,0.5,1,1,1,0,1
,inst,0,0,0,0,0,0.5,1,0.5,1,0
,keer,0,0,0,1,0,0,1,0,1,1
,subj,1,0.5,1,0.5,1,1,2,2,3,0.5
forte_delfi_ee.ela_222312.txt,abs,1,0,0,0,0,0.5,0,0,0,0
,info,1,1,1,2,1,1,1,1,1,3
,aeg,3,1,2,1,1,2,2,2,0,3
,afek,0.5,0,1,0,0.5,1,1,1,2,1
,form,2,2,0.5,0,1,0.5,1,1,1,0
,inter,0.5,1,0,1,0,0,0.5,0,2,0
,spont,0,0,0,0,0,0,0,0,0,1
,imp,1,0.5,1,0.5,0.5,2,0.5,1,3,2
,arg,1,2,2,2,3,2,3,2,3,2
,inst,0,0,1,1,0,2,0,0,2,0
,keer,0,0.5,0,1,0,0,2,0,2,0
,subj,0,0,0,0,1,2,1,0,0,0
www_eestigiid_ee.ela_530847.txt,abs,0.5,0,0,0,0.5,2,0,0,0,0
,info,3,1,3,2,3,3,3,3,3,1
,aeg,1,0,0,0.5,0.5,0.5,0.5,0.5,0,1
,afek,0.5,0.5,0,0.5,0,0,0,0,0,0
,form,2,2,1,2,2,0.5,1,1,1,1
,inter,0,0,0,0,0,0,1,0,0,0
,spont,0,0,0,0,0,0.5,0.5,0,0.5,0
,imp,3,3,3,2,3,2,3,3,2,3
,arg,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
,inst,0,0,0,0,0,0.5,0,0,0,0
,keer,1,2,1,3,1,1,1,0,0,2
,subj,0,0,0,0,0,0.5,1,0.5,0.5,0
www_dragon_ee.ela_303548.txt,abs,1,0.5,0,0,3,0,2,2,0,2
,info,1,2,0.5,0,2,0.5,0.5,1,0,2
,aeg,0,0,2,0.5,0,0,0,0,0,3
,afek,3,2,2,3,2,1,2,0.5,1,2
,form,0,0.5,0.5,0,0,0,0,0,0.5,0
,inter,3,3,1,3,3,2,3,3,1,3
,spont,3,3,3,3,3,3,3,3,2,3
,imp,0,0,0,1,0.5,0.5,0,1,0,1
,arg,1,2,1,2,0.5,0.5,0.5,1,1,0
,inst,1,1,0,0,0.5,0,1,0,2,0
,keer,3,2,0,2,2,0,0,1,0,2
,subj,3,3,3,3,3,3,3,0.5,2,1
arvamus_postimees_ee.ela_5946.txt,abs,2,2,1,0,0,0,0.5,0.5,0,0.5
,info,0.5,0.5,1,0.5,0.5,2,2,3,1,0.5
,aeg,1,1,1,1,1,1,0,0,0,1
,afek,2,1,0,1,2,2,1,1,0.5,1
,form,0.5,0.5,2,0,0,0,0,0.5,1,0
,inter,2,0,1,0,0,0,1,0,3,0
,spont,0,0,0.5,0,0,0,0,1,0,0
,imp,0.5,0,0,2,0,0.5,2,0,1,0.5
,arg,0,1,0,0,2,0.5,1,0.5,1,0.5
,inst,0,0,1,1,2,0.5,0,0,3,0
,keer,1,0.5,1,0.5,0.5,0,1,0,2,0
,subj,1,1,1,1,1,3,0.5,2,1,1
